x,y,id,Clase,Codigo,B1_mean,B1_std,B1_count,B2_mean,B2_std,B2_count,B3_mean,B3_std,B3_count,B4_mean,B4_std,B4_count,B5_mean,B5_std,B5_count,B6_mean,B6_std,B6_count,B7_mean,B7_std,B7_count,B8_mean,B8_std,B8_count,B9_mean,B9_std,B9_count,NDVI,date
214120.1165431091,4352454.033134418,12,83,112,0.03814232064811241,0.0028128318436051077,754,0.03073323500251264,0.0026136410225607747,754,0.05656634464820437,0.005708565080801587,754,0.031220403210870152,0.0030085216941932473,754,0.08518734028864286,0.004894509226437796,754,0.191939194575545,0.009192092400588181,754,0.24623411466967837,0.013169157035368138,754,0.2793775806376409,0.022825681952118485,754,0.24545751516003192,0.012946038495704953,754,0.7989658347164457,2023-07-11
214119.57039120435,4352453.120634773,13,Argila,113,0.038404930219781565,0.0030554205287604956,799,0.030907627339655526,0.0028792068052502914,799,0.05727350189629126,0.006259211226016356,799,0.03109290035854144,0.0033729532696044106,799,0.08515777205464833,0.004928323252657871,798,0.19619372848873592,0.01019643736723087,799,0.25332148889725437,0.015471562314737626,799,0.295101275581293,0.025597916848041212,799,0.25266465436531993,0.016013119899874664,799,0.8093595615620284,2023-07-11
214119.03400465558,4352452.26174656,14,54,114,0.03885769844055176,0.0026668203165297493,640,0.030102938413619995,0.0024506457424556434,640,0.054678982496261595,0.005896209750056274,640,0.031218695640563964,0.002656366128589846,640,0.08344383300009874,0.004322782756723839,633,0.18258196115493774,0.010782394346701557,640,0.23483102321624755,0.014175387900751646,640,0.2561016082763672,0.025733077802234917,640,0.2318742275238037,0.0135937836429576,640,0.7826906402717033,2023-07-11
214118.38042287613,4352451.352069209,15,61,115,0.039524019378976726,0.002136417425571571,388,0.02973569299756866,0.002029899650222291,388,0.057056014070805815,0.004988175456801635,388,0.029149104639426947,0.0018393027201022065,388,0.08461793919199521,0.003908943812352882,388,0.1944952895960857,0.009467942244081536,388,0.24880599975585938,0.012969389623210354,388,0.29265272002859216,0.02782500856670375,388,0.24775223879470037,0.013092808836799608,388,0.8188381643298756,2023-07-11
214117.8468001859,4352450.495033843,16,70,116,0.032631058623825294,0.0030731021633201576,414,0.0351827133104997,0.002913513967832669,414,0.07345745068241433,0.008751872066165152,414,0.033037284722074796,0.002435308016250694,414,0.09817132627330541,0.007332729146881442,414,0.23067575721925007,0.01734401160061376,414,0.2934714054715806,0.021603622755160635,414,0.3829956791827068,0.04100347926370486,414,0.2927314647729846,0.022505873076059568,414,0.8411794853369546,2023-07-11
214117.3584036146,4352449.555316148,17,80,117,0.03990938737220371,0.0023681255694850806,776,0.02988294473628408,0.002355656984884381,776,0.056758831456764455,0.005260111169583839,776,0.030254796608207152,0.0034472257221327897,776,0.08529474317413016,0.004402386131048738,776,0.1940281268247624,0.010070730506384242,776,0.24934935815555534,0.01474048973131029,776,0.282405479667113,0.02711230548830432,776,0.24794745691043815,0.015136656149434843,776,0.8064685609017657,2023-07-11
214116.81380625698,4352448.639387924,18,68,118,0.03939255124571695,0.003104638023604245,692,0.029790759775679923,0.0029494423093421947,692,0.052829825120165166,0.00655307248298974,692,0.03118120314757948,0.0037986240218964734,692,0.08210896750580812,0.005442947212180556,686,0.18321217002207144,0.008684839230318138,692,0.237352492492323,0.011239551970840395,692,0.2604063177384393,0.020052895356018487,692,0.2355540722091763,0.010576136162834896,692,0.7861279999032045,2023-07-11
214116.2595990104,4352447.769712433,19,Jsendra,119,0.036118725863370026,0.003882273657349417,275,0.03373769933527166,0.0038061898652745996,275,0.059978457364169034,0.009064867282761692,275,0.040398934104225855,0.005006421787612609,275,0.08804128473455256,0.006617860643168768,275,0.16060071078213778,0.008996999112505646,275,0.20312667846679688,0.011302465803376825,275,0.1942916453968395,0.019719467882341045,275,0.1982542419433594,0.010089810430278505,275,0.6557259844846695,2023-07-11
214115.65264745697,4352446.941735838,20,107,120,0.038181304931640625,0.002437059354495188,410,0.029532862872612184,0.00209234429820124,410,0.047751054531190454,0.004816149100607893,410,0.030910815262212985,0.0018405409647132755,410,0.08716384143364139,0.0044422247207816,410,0.1991207960175305,0.010348701763420341,410,0.25603853551352895,0.013541564052286894,410,0.2973789308129287,0.025374969968101388,410,0.2546550099442645,0.013349402184220075,410,0.8116857706841817,2023-07-11
214115.0741754915,4352445.950163752,21,38,121,0.03379737445521643,0.003063759136924543,579,0.03504277099187716,0.0028118955917982324,579,0.07741509735687203,0.008263507791512924,579,0.03442221725542928,0.002371315626931567,579,0.10320644345719991,0.006526579010547219,579,0.22969714018141463,0.015551375391044907,579,0.28524941030973394,0.019951855017571192,579,0.36189304279333984,0.031846615822579485,579,0.28518128600968806,0.019827824679051906,579,0.8262887114102374,2023-07-11
214114.55394414015,4352445.074452865,22,9,122,0.03625670777565522,0.0033810564726630605,382,0.03288583605701387,0.003364223268541461,382,0.05939554544019449,0.0077603978523911425,382,0.03631135431259715,0.004411281044493174,382,0.08755541097431283,0.006211971976170374,382,0.17488233955742802,0.01165510634045311,382,0.2221483160687991,0.015059016939002651,382,0.23090442437776096,0.03062116891724313,382,0.2194063875687684,0.014988440901864436,382,0.7282244746881231,2023-07-11
214114.03443382963,4352444.142656043,23,Argila,123,0.03404208813894067,0.00274888425191417,614,0.03552655521355545,0.002628903363920629,614,0.07738593036266414,0.008300354729011245,614,0.034855870548211015,0.0027417414032311297,614,0.10210336691393526,0.006677288796900986,614,0.22949499571362225,0.015445362898384512,614,0.2878455245921977,0.019707766104413754,614,0.36099620906071866,0.03684899313235029,614,0.2874316982803593,0.020506054564957785,614,0.8238944679404195,2023-07-11
214113.47155656022,4352443.304587521,24,5,124,0.040323742365433,0.002584550258321479,649,0.028996519021150326,0.0023085748873486276,649,0.05318738352536053,0.005293065999100119,649,0.028621788201236578,0.0024721816096710037,649,0.08201786623162738,0.00413037428325272,649,0.19354544288388387,0.009027696725141206,649,0.25345967767418626,0.013389002084198248,649,0.2976141460871292,0.02269556253684087,649,0.2523309739969544,0.014363596386084618,649,0.82453319703318,2023-07-11
214112.96807243003,4352442.364006969,25,84,125,0.039558003965458666,0.003395047131943561,802,0.029711749488278816,0.0029893314585959074,802,0.055514499730897365,0.006605307748285159,802,0.029890769140381468,0.004012965375629451,802,0.08380865097045899,0.005303214290664976,800,0.193957207506137,0.0102107654779726,802,0.2524608126899548,0.01555669137269999,802,0.2920313808983401,0.026036902907790052,802,0.2514020011312052,0.015792079113511843,802,0.8142981516693639,2023-07-11
214112.38525319178,4352441.5014507,26,Jsendra,126,0.03848208089273764,0.0028631101235514138,502,0.02976073876795066,0.0023504913425115444,502,0.054917859841152966,0.005343315308447593,502,0.028684285532430822,0.0019393899021511072,502,0.08347095626283926,0.004057678953446558,502,0.20381878856643737,0.008224983556346066,502,0.2689316586194285,0.010389974043629777,502,0.32644355439569844,0.021898208630202858,502,0.2688667023799334,0.01014346616137335,502,0.8384565651724972,2023-07-11
214111.77305983397,4352440.569754729,27,Jsendra,127,0.03499475155236586,0.0026005574947427935,530,0.03290653588636866,0.002337115449002914,530,0.06738357543945313,0.006255532286692071,530,0.031108992954470078,0.0020312559317702543,530,0.09444058256329231,0.005391075543129991,530,0.22406547114534198,0.013672487240330876,530,0.28638835403154483,0.018497836361625077,530,0.36581248157429247,0.029549944278174443,530,0.2868556760392099,0.01955133476510401,530,0.8432486274953824,2023-07-11
214111.27964056507,4352439.666834762,28,Jsendra,128,0.03496081602639992,0.003462142213390788,895,0.03317970829969012,0.003023576463592737,895,0.06381591285407211,0.00697781862195195,895,0.032530280598049056,0.0034387916814116928,895,0.09032215139719361,0.005782635549068862,895,0.20215210301916026,0.015176104591823154,895,0.2576317472830831,0.021532421204134556,895,0.30426530038844274,0.03312101341486002,895,0.25677909637962637,0.022246311479497984,895,0.8068247777909306,2023-07-11
214110.70454770027,4352438.791291797,29,14,129,0.03291391391380161,0.0026084903930669334,816,0.03455116000829959,0.0023951396975902656,816,0.06144535775278129,0.0053047129663415845,816,0.03523296234654445,0.0029045945966827548,816,0.08835631725834865,0.004188545211200645,816,0.19229675741756663,0.010914149753591458,816,0.24680017957500383,0.01551531590400646,816,0.28319744035309435,0.023157740025477828,816,0.2455911823347503,0.01686651496099148,816,0.7787085526517509,2023-07-11
214110.15453901223,4352437.876632849,30,4,130,0.032100900394191466,0.0024650684460779853,753,0.03484291542732067,0.0021671577332915393,753,0.060675688157201924,0.005026002889457504,753,0.03558821253884203,0.0025653878499048376,753,0.08701649700028014,0.003912617565244088,753,0.18717715401415172,0.00985630246391035,753,0.24243218775289468,0.014094617859480364,753,0.273832587131941,0.022195993817468004,753,0.2410314390225556,0.014660732895273285,753,0.769968841288581,2023-07-11
214109.60482278967,4352437.044660075,31,96,131,0.036161139108877645,0.003680336215840023,538,0.03174507396371835,0.0032268903046793946,538,0.06428191741603015,0.008994354004783187,538,0.029758637722540077,0.0028748994490516203,538,0.09084771025136501,0.006801102481494236,538,0.2210574522337506,0.011732373193373648,538,0.28925490822490707,0.013700900589737837,538,0.3673437749586141,0.02612532859181938,538,0.29013708178438663,0.014863497413982461,538,0.8501210933390415,2023-07-11
214108.94094341193,4352436.102866786,32,Jsendra,132,0.03707265727399831,0.0020477243366399146,377,0.031243797322483214,0.0019178559827034674,377,0.06094046676190525,0.005484797304055176,377,0.029721389082445707,0.0016527751175043589,377,0.08791525357598019,0.004406204482155734,377,0.21000813046564157,0.011684579807761717,377,0.27338563225945994,0.016453331711528164,377,0.33838853911948774,0.02538943404138716,377,0.2740134282200659,0.017411246810228716,377,0.838518948795418,2023-07-11
214108.49591856624,4352435.149354596,33,21,133,0.0397008172997601,0.0029246721939252445,438,0.029174301722278334,0.002437328351609059,438,0.053607087157088326,0.005875819642243389,438,0.027910210770559093,0.0019910460321471415,438,0.08232536051620237,0.004533050739900351,433,0.1975711491554295,0.010309104287301635,438,0.260596706442637,0.013330153752869712,438,0.3051512557077626,0.025093163261869264,438,0.26071713939649327,0.01329044692470525,438,0.8324020423877181,2023-07-11
214107.87687853267,4352434.2572464105,34,41,134,0.038466499401972845,0.003176824757139412,832,0.030213566926809456,0.002737485238529639,832,0.05488253556765043,0.006207890204080542,832,0.030481567749610312,0.003441304039263613,832,0.08352874131552723,0.004986868401692419,831,0.19081799800579363,0.010747567168001425,832,0.2483668327331543,0.014990258317514304,832,0.28563528794508714,0.022822748090664154,832,0.2481062779059777,0.016175667277807036,832,0.8071500003843572,2023-07-11
214107.31859138832,4352433.408181436,35,Argila,135,0.038945140580556196,0.0027437389383999948,813,0.0294184432551723,0.0022679426788509505,813,0.053150683751405386,0.004833754493227382,813,0.028350525090028732,0.0021513760190693568,813,0.08123741667308879,0.0039060641877790886,811,0.1954676216378863,0.0120403799464318,813,0.2626674975856204,0.020592980427610156,813,0.31684776015240623,0.03229030338543785,813,0.26217839052169817,0.022475950666206158,813,0.8357435346463673,2023-07-11
214106.77723209173,4352432.507294063,36,97,136,0.036938354816842586,0.0022913514966154567,940,0.03176653841708569,0.0022769597301861705,940,0.06659408731663481,0.008400926367000187,940,0.0306879165324759,0.00220813007151157,940,0.09281569135949967,0.0068171233363621755,940,0.22054998519572805,0.02301389247362149,940,0.2877783592711104,0.03343166507405998,940,0.36542825901761966,0.058224542624572606,940,0.28760564276512635,0.03590649197587147,940,0.8450559788937734,2023-07-11
214106.2296894006,4352431.58104192,37,106,137,0.033717425364368364,0.002847486151402308,795,0.033429478099511106,0.0026226999866147465,795,0.057710554014961675,0.005173143697828293,795,0.032690482469474744,0.002360480768032036,795,0.08412965018794222,0.0036724942073465047,795,0.19293546856574292,0.011017919408045668,795,0.252864353011989,0.016660879307195335,795,0.2947116299995087,0.026563717999480235,795,0.25147923883402123,0.017883381794755564,795,0.8003037779875553,2023-07-11
214105.67543248282,4352430.710334316,38,20,138,0.03641809703347212,0.002340561922507818,835,0.03170977838025121,0.0023516923875904062,835,0.058245822198376686,0.0050302643418602975,835,0.030725209584493124,0.0025038210307988355,835,0.08545997674516637,0.0038296488795474554,834,0.20161909457452282,0.013262260258217548,835,0.2633976736468469,0.019326470085040237,835,0.31635186657934133,0.030705254871405404,835,0.2621972912085984,0.021452767939683016,835,0.8229487817283009,2023-07-11
214105.08355697835,4352429.802404846,39,Argila,139,0.03937041780441633,0.002171820621691487,569,0.029095782127447414,0.002066207555958406,569,0.052107336651042814,0.0047602113100626755,569,0.028830546695863424,0.0018447717883884954,569,0.08113151107814903,0.003687785203014234,569,0.1906057669533996,0.010492421585785372,569,0.25146141119288223,0.015302295451334639,569,0.2904774375875302,0.026639305531865342,569,0.24967819777021089,0.016227868996985972,569,0.8194185669326977,2023-07-11
214104.5428088944,4352428.909296421,40,110,140,0.03601809316730707,0.001759498146137496,459,0.032478411472960496,0.001875319766250893,459,0.05865455245140591,0.004669282049069486,459,0.03191203697054994,0.0014560835911144124,459,0.08529454482666547,0.0032962744557165228,459,0.19961724042373025,0.010624054383359437,459,0.2628480333648216,0.014039482742949307,459,0.31349664160369006,0.02466703480975506,459,0.26233689717477704,0.015820179636419875,459,0.8152215682462016,2023-07-11
214103.9948861566,4352427.997709954,41,151,141,0.03824355102692225,0.0025206806460683164,797,0.030446865029137585,0.00211603704519444,797,0.0535748815596328,0.0044694030418677136,797,0.03010037851752421,0.0023114167195006875,797,0.08147047033262013,0.003051230370426289,796,0.1908078450929266,0.01040175944568962,797,0.25161174549212867,0.01684825202599744,797,0.2928915753717554,0.0266171491899946,797,0.25120100263071476,0.017224817667287656,797,0.813615304312859,2023-07-11
214103.414341884,4352427.125391938,42,130,142,0.03810017607932867,0.0027208369059385468,645,0.030476926463518957,0.0024747023989927157,645,0.05382430202277132,0.006026694938034361,645,0.031099996640700702,0.003148646163826044,645,0.08233999091888143,0.004464592213175142,642,0.18409255863160126,0.009809413114297219,645,0.2398941394894622,0.014855851036521501,645,0.268422728545906,0.02510195574162404,645,0.2382087175236192,0.015377471615757528,645,0.792336313571366,2023-07-11
214102.8627440767,4352426.211625502,43,133,143,0.038333561589507396,0.002706806625684092,691,0.0300705049903969,0.002395505351430556,691,0.051756062486927344,0.005091010965764955,691,0.030322493071493987,0.0023362203001324657,691,0.08026978716232544,0.0039431688791279436,687,0.18157279957220626,0.00930279566158371,691,0.2375504180422395,0.013095479278583028,691,0.26420056664650415,0.021481574692672277,691,0.23633755409251764,0.013608829173075656,691,0.7940908728808714,2023-07-11
214102.3242638532,4352425.323459109,44,26,144,0.03617783778689686,0.0027656979161098587,579,0.03191472582248826,0.0024710273872059194,579,0.06155507511013736,0.006428150523917701,579,0.03136236556453408,0.002010977275703787,579,0.09063291137906142,0.005075746435152719,579,0.20510443916386686,0.011956071137543281,579,0.2612562953705203,0.015805392492377508,579,0.3128347446263763,0.026081193022843476,579,0.26186617256652095,0.016270099358930906,579,0.8177650849704181,2023-07-11
214101.72978091484,4352424.448306449,45,19,145,0.03847664485395319,0.0026035803033542955,491,0.030984156000638446,0.0023396689697436743,491,0.06511006869997851,0.006850233760005611,491,0.030219530622245337,0.002150311208303284,491,0.09420161820234932,0.005415664586811888,491,0.22595028381969195,0.012818398842141773,491,0.28937370471216267,0.016793259207916293,491,0.3645563067341045,0.029993309293944937,491,0.2899568328546652,0.017776084789410243,491,0.8469028356719447,2023-07-11
214101.12680991684,4352423.553228373,46,158,146,0.034345705947533854,0.0028148674871410896,446,0.033479258618547246,0.0026893171802080725,446,0.06425092893865611,0.007016902272685231,446,0.03288803613773911,0.0022399775080876416,446,0.08968467883465002,0.004876493433306609,446,0.20612371128236232,0.013880710240866335,446,0.2654946502548697,0.01944602655743916,446,0.3221239166944016,0.03231232850781769,446,0.26519272466411503,0.019903600604690968,446,0.8147215276816921,2023-07-11
214100.56616954328,4352422.623051602,47,Jsendra,147,0.036571050839853986,0.0022135172690193002,477,0.03155103319595945,0.00202910916376231,477,0.059180701553696605,0.005360015303673806,477,0.03078309145113707,0.0019058960495025627,477,0.08616640587814715,0.00389064503795368,476,0.20355499715425182,0.013247073897494941,477,0.2666942988301723,0.019907973274984152,477,0.32701328365557847,0.03542067877103281,477,0.2673842392127719,0.021208256163025928,477,0.8279295510360843,2023-07-11
214100.08694986155,4352421.72288968,48,112,148,0.03803961617606027,0.0022694393841800496,868,0.03071554465227962,0.0023014959271563506,868,0.05376313029346378,0.004819845132233366,868,0.0315314811495592,0.0028699976056049082,868,0.08189279160577378,0.0036195303271697767,858,0.1881156253375216,0.011272998147655413,868,0.2485223585559476,0.017791054853939184,868,0.28702545166015625,0.030822514610333984,868,0.24805343206027686,0.019224077046838848,868,0.8020355051045525,2023-07-11
214099.52492428856,4352420.829057707,49,140,149,0.03738621550439841,0.0022939429478277627,881,0.030237161071292387,0.0023743573893177197,881,0.05523514071062934,0.005485719676917831,881,0.02880668856634861,0.0024079349044609827,881,0.08365126817028407,0.004344262260174813,879,0.20472833328160472,0.01652497498889212,881,0.27356771064264684,0.02733779536471293,881,0.33850745418691475,0.04500171125119906,881,0.27485803957017946,0.029471048821698997,881,0.8431495811709109,2023-07-11
214098.9811470606,4352419.923240388,50,75,150,0.03776152631019088,0.0027489215360797822,801,0.030483379197329023,0.0024940037190609586,801,0.05515635058227996,0.005529701412741315,801,0.030208263802022375,0.0029439056260601726,801,0.08344551793913495,0.0041919228321549255,798,0.19421417198228777,0.012677584644936072,801,0.2532150135206968,0.018689695934322677,801,0.29842716745669473,0.028860256110702368,801,0.25278692924128043,0.019570586358358198,801,0.816159422090791,2023-07-11
214098.406897089,4352419.025983081,51,2,151,0.03758129800910015,0.0023663936107813643,857,0.030597099206272335,0.0022048739567707893,857,0.05420030484817131,0.004620155089541992,857,0.029932567369423225,0.0024815095254522167,857,0.0821599336428063,0.003496691727264578,856,0.1949399861321288,0.012930848075243308,857,0.2575634096161209,0.020825027050956534,857,0.30788169691693407,0.03203655573964383,857,0.2571931747739207,0.021572121391345993,857,0.8227868356438016,2023-07-11
214097.87709458134,4352418.130791123,52,124,152,0.040179711526160726,0.002583600357326979,771,0.028245700781756648,0.002286844895991681,771,0.048895849482713194,0.004910438364788189,771,0.027569477660182848,0.002268818902034159,771,0.07838190459169882,0.003284429364744647,737,0.19049947023700955,0.010823124138181511,771,0.2583241345199011,0.017950368099321268,771,0.30776858793622325,0.025821196767899547,771,0.25670155724353516,0.018603043292087694,771,0.8355720361710208,2023-07-11
214097.24852091115,4352417.274540458,53,82,153,0.036925748718151345,0.0027398277523084957,553,0.031086350866942034,0.0026821146076650023,553,0.05653859391997132,0.005672597299394321,553,0.029793323703096744,0.002307850567157628,553,0.08342791470614347,0.0039911743988871665,550,0.20073052901255933,0.010606434767571683,553,0.26613574174601606,0.017196107881193953,553,0.3252801326041196,0.028320841374475124,553,0.2648243136690495,0.018025319912197243,553,0.832185013135316,2023-07-11
214096.73964378482,4352416.3710770495,54,16,154,0.03904896435352876,0.0029224664590299736,409,0.030011725017668855,0.0030002616423739923,409,0.05334655463258328,0.0065852433734447016,409,0.03157058146880134,0.00428083213631501,409,0.08251439980443964,0.004885541438678679,394,0.1773571583344476,0.011329953554888616,409,0.22843528318521739,0.01577225273590062,409,0.24619466693010772,0.03092477743124913,409,0.22584735152190938,0.015997953060792425,409,0.7726815600527418,2023-07-11
214096.16545448796,4352415.470409132,55,65,155,0.041195754210154215,0.0017465417336756384,480,0.027929649750391642,0.0018779449446351447,480,0.05167180299758911,0.0047701321833334845,480,0.02688671350479126,0.001783752455732143,480,0.08079060713450113,0.003638170423416421,480,0.1967116673787435,0.007533326059808835,480,0.25955169995625815,0.012264771374579458,480,0.3118549346923828,0.02129988748455893,480,0.25934929847717286,0.012489799427330226,480,0.8412553422474871,2023-07-11
214095.612008908,4352414.583430185,56,102,156,0.04047821238479453,0.0024472841539573374,473,0.02798626639626243,0.0023115801720036385,473,0.05103471768078794,0.005442110278923917,473,0.02637272606944433,0.001972962792666593,473,0.07955657958984375,0.00406726417899017,450,0.1900509920987216,0.011728812398716187,473,0.25012490915697677,0.016828424683283483,473,0.2949441663810617,0.027354439913172088,473,0.24865492000136263,0.017649125538611594,473,0.8358460031882284,2023-07-11
214095.10208607264,4352413.658155131,57,93,157,0.03566605234381013,0.003369113509230554,812,0.032228657764754275,0.0028031635542669774,812,0.05781906578928379,0.00610964545164262,812,0.03197328210464252,0.0031395803151587913,812,0.08404437661758198,0.004309242157135708,812,0.189126188531885,0.011796984764411766,812,0.2469738927380792,0.016916782020971834,812,0.28301133780643856,0.02896494802275938,812,0.24475063831348137,0.018070656109433446,812,0.7969851219169467,2023-07-11
214094.55029353817,4352412.757831509,58,12,158,0.03884833453696369,0.003083305472758824,858,0.029428424257220642,0.0025645868697441085,858,0.055090781969901845,0.006459757371533264,858,0.027349787714320187,0.0028444578021828955,858,0.08322302388866046,0.004456614038546235,855,0.2017607788939576,0.013747075335987713,858,0.26860971161813446,0.022129293242459998,858,0.32834274896652826,0.035805696320453,858,0.26682589159700976,0.024003233021336223,858,0.8462166905747575,2023-07-11
214094.00490523133,4352411.8414636245,59,34,159,0.03400330157457347,0.0029112431885777407,914,0.033918343174640146,0.002425624852298979,914,0.06782530068829493,0.006721976604036824,914,0.03399247517992683,0.0029083029025441867,914,0.09484776469758616,0.005333550650682068,914,0.20635712538036788,0.016497124791580633,914,0.26104126978233555,0.022370278647127238,914,0.31197121785036586,0.037346066533854125,914,0.25978627611823885,0.024168471420736398,914,0.8034910838060083,2023-07-11
214093.43324018695,4352410.90096545,60,60,160,0.03970413076692932,0.0031961784814401083,581,0.02886831247457744,0.00257884259824425,581,0.050798517906727354,0.005598684628128148,581,0.028533666351370886,0.0027981927243124196,581,0.08000378940194686,0.004036966714406456,561,0.18228485580155443,0.010266044380377086,581,0.23906748471284692,0.014832212276375127,581,0.26903648179492523,0.027127275773600808,581,0.23601816935711598,0.016458770691794845,581,0.8082222526075249,2023-07-11
214092.80297379053,4352410.131222528,61,17,161,0.04315234996654369,0.0026040337378806697,432,0.026110852206194843,0.0021471444841253155,432,0.04613594655637388,0.0049176928733960686,432,0.024921843299159297,0.0018234253562423813,432,0.07700432417635432,0.0027724745787908243,334,0.18773428599039713,0.008337462571477385,432,0.2540426254272461,0.015247981549933488,432,0.30044809977213544,0.02313677865311797,432,0.25381575690375435,0.017348967687941516,432,0.8468091854833779,2023-07-11
