Parcela,Codigo,Codi,Bloque,Varietat,Dosi N,date,Fecha,B01,stdv_B1,B02,stdv_B2,B03,stdv_B3,B04,stdv_B4,B05,stdv_B5,B06,stdv_B6,B07,stdv_B7,B08,stdv_B8,B09,stdv_B9,NDVI,stdv_NDVI
194,7,7,1,-,100,20230630,30/6/2023,"0,066","0,001","0,056","0,003","0,100","0,007","0,075","0,005","0,157","0,007","0,246","0,010","0,268","0,012","0,262","0,009","0,270","0,009","0,557","0,025"
1138,142,142,2,A-301,100,20230630,30/6/2023,"0,065","0,000","0,054","0,003","0,092","0,005","0,073","0,004","0,148","0,005","0,235","0,007","0,259","0,009","0,254","0,007","0,263","0,007","0,553","0,022"
1165,144,144,2,Adret,100,20230630,30/6/2023,"0,064","0,000","0,048","0,003","0,087","0,006","0,064","0,005","0,144","0,005","0,238","0,007","0,262","0,008","0,257","0,007","0,266","0,006","0,601","0,025"
1139,1,1,2,Adriano,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,090","0,006","0,073","0,004","0,146","0,005","0,233","0,007","0,256","0,008","0,251","0,007","0,261","0,006","0,551","0,023"
1116,3,3,2,Akihikari,100,20230630,30/6/2023,"0,065","0,000","0,052","0,002","0,092","0,005","0,071","0,003","0,149","0,005","0,237","0,007","0,260","0,008","0,254","0,007","0,264","0,006","0,561","0,018"
1171,90,90,2,Albada,100,20230630,30/6/2023,"0,065","0,001","0,050","0,003","0,090","0,006","0,065","0,004","0,148","0,006","0,242","0,008","0,268","0,009","0,263","0,008","0,271","0,007","0,602","0,020"
130,4,4,1,Albufera,100,20230630,30/6/2023,"0,064","0,000","0,049","0,003","0,086","0,006","0,068","0,004","0,142","0,006","0,234","0,009","0,258","0,010","0,256","0,008","0,264","0,008","0,579","0,023"
166,121,121,1,Amaroo,100,20230630,30/6/2023,"0,065","0,000","0,052","0,003","0,088","0,004","0,073","0,005","0,144","0,004","0,230","0,007","0,253","0,008","0,248","0,006","0,258","0,006","0,546","0,025"
1148,114,114,2,Antares,100,20230630,30/6/2023,"0,065","0,001","0,053","0,004","0,094","0,008","0,069","0,005","0,151","0,007","0,249","0,009","0,275","0,011","0,269","0,009","0,276","0,008","0,592","0,027"
124,5,5,1,Apolo,100,20230630,30/6/2023,"0,067","0,001","0,066","0,007","0,105","0,007","0,096","0,012","0,158","0,006","0,223","0,009","0,244","0,010","0,241","0,009","0,251","0,008","0,430","0,053"
151,2,2,1,Argami,100,20230630,30/6/2023,"0,065","0,001","0,050","0,003","0,087","0,005","0,068","0,004","0,144","0,005","0,238","0,006","0,263","0,008","0,259","0,007","0,267","0,006","0,582","0,022"
101,169,10000,1,Argila,100,20230630,30/6/2023,"0,068","0,001","0,071","0,004","0,109","0,006","0,105","0,006","0,162","0,006","0,221","0,005","0,243","0,006","0,242","0,005","0,252","0,004","0,394","0,026"
107,169,10000,1,Argila,100,20230630,30/6/2023,"0,066","0,001","0,061","0,007","0,098","0,010","0,086","0,012","0,154","0,009","0,231","0,007","0,256","0,009","0,252","0,007","0,261","0,007","0,491","0,053"
113,169,10000,1,Argila,100,20230630,30/6/2023,"0,066","0,001","0,060","0,005","0,095","0,007","0,087","0,009","0,150","0,006","0,224","0,009","0,246","0,011","0,244","0,009","0,254","0,008","0,473","0,043"
123,169,10000,1,Argila,100,20230630,30/6/2023,"0,066","0,001","0,061","0,004","0,097","0,006","0,090","0,006","0,151","0,005","0,220","0,006","0,242","0,007","0,240","0,005","0,250","0,005","0,455","0,028"
1176,169,10000,2,Argila,100,20230630,30/6/2023,"0,068","0,001","0,071","0,006","0,107","0,007","0,106","0,010","0,158","0,006","0,212","0,005","0,232","0,006","0,230","0,005","0,241","0,005","0,369","0,042"
135,169,10000,1,Argila,100,20230630,30/6/2023,"0,065","0,001","0,054","0,005","0,089","0,006","0,077","0,008","0,145","0,006","0,225","0,010","0,248","0,011","0,246","0,010","0,255","0,009","0,523","0,040"
139,169,10000,1,Argila,100,20230630,30/6/2023,"0,065","0,001","0,055","0,006","0,089","0,007","0,078","0,010","0,144","0,006","0,227","0,008","0,251","0,010","0,248","0,009","0,257","0,008","0,524","0,047"
1161,169,10000,2,Argila,100,20230630,30/6/2023,"0,065","0,001","0,053","0,005","0,088","0,007","0,074","0,007","0,145","0,007","0,222","0,009","0,244","0,010","0,241","0,008","0,251","0,007","0,532","0,038"
1155,169,10000,2,Argila,100,20230630,30/6/2023,"0,067","0,001","0,065","0,009","0,102","0,010","0,095","0,016","0,154","0,008","0,220","0,010","0,241","0,012","0,238","0,011","0,249","0,010","0,431","0,071"
1143,169,10000,2,Argila,100,20230630,30/6/2023,"0,065","0,001","0,053","0,004","0,089","0,006","0,075","0,006","0,145","0,006","0,228","0,008","0,251","0,010","0,247","0,009","0,257","0,008","0,535","0,033"
171,169,10000,1,Argila,100,20230630,30/6/2023,"0,067","0,001","0,065","0,004","0,100","0,006","0,096","0,008","0,151","0,005","0,213","0,006","0,232","0,007","0,229","0,006","0,242","0,005","0,407","0,035"
175,169,10000,1,Argila,100,20230630,30/6/2023,"0,066","0,001","0,060","0,005","0,094","0,006","0,089","0,009","0,147","0,005","0,216","0,007","0,236","0,008","0,233","0,007","0,245","0,006","0,445","0,044"
1123,169,10000,2,Argila,100,20230630,30/6/2023,"0,066","0,001","0,061","0,006","0,097","0,008","0,090","0,010","0,150","0,007","0,219","0,008","0,240","0,009","0,236","0,008","0,248","0,007","0,447","0,048"
182,169,10000,1,Argila,100,20230630,30/6/2023,"0,067","0,000","0,068","0,003","0,102","0,005","0,103","0,006","0,152","0,004","0,210","0,005","0,229","0,005","0,227","0,004","0,240","0,003","0,377","0,027"
1115,169,10000,2,Argila,100,20230630,30/6/2023,"0,067","0,001","0,064","0,008","0,098","0,009","0,095","0,015","0,151","0,007","0,216","0,011","0,236","0,013","0,233","0,012","0,248","0,010","0,421","0,068"
189,169,10000,1,Argila,100,20230630,30/6/2023,"0,067","0,001","0,067","0,004","0,101","0,005","0,103","0,006","0,152","0,004","0,209","0,005","0,228","0,005","0,225","0,004","0,239","0,003","0,374","0,028"
193,169,10000,1,Argila,100,20230630,30/6/2023,"0,068","0,000","0,072","0,004","0,106","0,004","0,111","0,006","0,156","0,004","0,207","0,004","0,227","0,004","0,224","0,003","0,238","0,003","0,337","0,026"
199,6,6,1,Arpa,100,20230630,30/6/2023,"0,066","0,000","0,057","0,003","0,091","0,004","0,080","0,004","0,146","0,004","0,226","0,006","0,247","0,007","0,243","0,006","0,253","0,005","0,502","0,022"
109,8,8,1,Arsenal,100,20230630,30/6/2023,"0,067","0,001","0,066","0,005","0,107","0,007","0,094","0,009","0,164","0,007","0,231","0,005","0,253","0,006","0,249","0,005","0,257","0,005","0,453","0,037"
122,9,9,1,Bahia,100,20230630,30/6/2023,"0,066","0,001","0,057","0,004","0,095","0,007","0,082","0,006","0,151","0,006","0,229","0,007","0,251","0,008","0,248","0,007","0,258","0,006","0,505","0,030"
1159,10,10,2,Baixet,100,20230630,30/6/2023,"0,065","0,000","0,049","0,003","0,086","0,005","0,065","0,004","0,144","0,005","0,239","0,010","0,264","0,012","0,260","0,010","0,268","0,009","0,602","0,021"
131,96,96,1,Balilla,100,20230630,30/6/2023,"0,064","0,000","0,048","0,003","0,084","0,005","0,068","0,004","0,141","0,005","0,232","0,008","0,258","0,010","0,255","0,008","0,262","0,008","0,581","0,023"
1194,11,11,2,Bendret,100,20230630,30/6/2023,"0,067","0,001","0,065","0,005","0,103","0,008","0,094","0,009","0,158","0,007","0,225","0,007","0,247","0,008","0,244","0,007","0,254","0,006","0,444","0,041"
158,12,12,1,Benisants,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,089","0,006","0,076","0,004","0,144","0,006","0,226","0,008","0,249","0,009","0,245","0,007","0,255","0,006","0,527","0,024"
153,82,82,1,Benlloch,100,20230630,30/6/2023,"0,065","0,001","0,056","0,004","0,095","0,006","0,078","0,005","0,150","0,006","0,234","0,008","0,258","0,009","0,254","0,008","0,263","0,007","0,532","0,027"
1136,91,91,2,Betis,100,20230630,30/6/2023,"0,064","0,000","0,050","0,003","0,087","0,006","0,069","0,003","0,144","0,006","0,233","0,008","0,256","0,009","0,251","0,008","0,261","0,007","0,569","0,019"
143,133,133,1,Bluebonnet,100,20230630,30/6/2023,"0,065","0,001","0,054","0,003","0,097","0,006","0,070","0,004","0,152","0,006","0,243","0,008","0,268","0,010","0,264","0,008","0,270","0,008","0,580","0,022"
192,13,13,1,Bomba,100,20230630,30/6/2023,"0,065","0,001","0,054","0,003","0,103","0,008","0,070","0,003","0,161","0,008","0,257","0,011","0,280","0,012","0,274","0,010","0,280","0,009","0,594","0,020"
1124,98,98,2,BombÃ³n,100,20230630,30/6/2023,"0,065","0,001","0,056","0,004","0,099","0,005","0,076","0,007","0,156","0,005","0,241","0,009","0,264","0,010","0,258","0,009","0,267","0,008","0,543","0,037"
1170,134,134,2,Calbelle,100,20230630,30/6/2023,"0,065","0,001","0,054","0,003","0,094","0,006","0,068","0,003","0,150","0,005","0,247","0,008","0,274","0,010","0,269","0,009","0,276","0,008","0,596","0,019"
142,130,130,1,Calmati-202,100,20230630,30/6/2023,"0,067","0,001","0,065","0,005","0,105","0,007","0,091","0,009","0,157","0,006","0,226","0,009","0,247","0,011","0,244","0,010","0,253","0,008","0,456","0,043"
129,14,14,1,Calmochi,100,20230630,30/6/2023,"0,065","0,001","0,051","0,003","0,090","0,006","0,069","0,005","0,147","0,006","0,241","0,009","0,267","0,010","0,263","0,008","0,270","0,008","0,586","0,024"
1199,15,15,2,Campino,100,20230630,30/6/2023,"0,066","0,000","0,058","0,004","0,103","0,007","0,083","0,004","0,161","0,006","0,246","0,008","0,271","0,008","0,266","0,007","0,274","0,006","0,526","0,021"
104,147,147,1,Capataz,100,20230630,30/6/2023,"0,067","0,001","0,068","0,005","0,108","0,007","0,101","0,007","0,163","0,006","0,227","0,006","0,249","0,007","0,246","0,005","0,256","0,005","0,418","0,031"
154,16,16,1,Carmen,100,20230630,30/6/2023,"0,065","0,001","0,054","0,004","0,090","0,006","0,076","0,006","0,145","0,005","0,229","0,009","0,253","0,010","0,249","0,009","0,259","0,008","0,530","0,029"
1166,105,105,2,Carnarolli,100,20230630,30/6/2023,"0,065","0,001","0,051","0,004","0,097","0,008","0,064","0,004","0,153","0,007","0,256","0,010","0,282","0,012","0,277","0,010","0,282","0,009","0,623","0,021"
161,17,17,1,Carnice precoce,100,20230630,30/6/2023,"0,065","0,000","0,054","0,003","0,095","0,006","0,070","0,003","0,151","0,006","0,247","0,010","0,271","0,011","0,266","0,010","0,273","0,008","0,584","0,018"
1192,153,153,2,Centa A-6,100,20230630,30/6/2023,"0,066","0,001","0,061","0,003","0,101","0,006","0,082","0,004","0,156","0,006","0,238","0,008","0,262","0,010","0,257","0,008","0,266","0,007","0,517","0,023"
1126,115,115,2,Cerere,100,20230630,30/6/2023,"0,065","0,001","0,052","0,004","0,087","0,006","0,072","0,006","0,144","0,005","0,226","0,006","0,247","0,007","0,244","0,006","0,254","0,006","0,541","0,030"
1121,18,18,2,Cesare,100,20230630,30/6/2023,"0,065","0,001","0,053","0,003","0,085","0,005","0,074","0,004","0,151","0,006","0,235","0,009","0,257","0,010","0,251","0,008","0,261","0,007","0,544","0,023"
156,102,102,1,Clavel,100,20230630,30/6/2023,"0,065","0,000","0,055","0,003","0,089","0,004","0,079","0,004","0,143","0,004","0,221","0,006","0,244","0,007","0,240","0,006","0,251","0,005","0,505","0,022"
1173,92,92,2,Clot,100,20230630,30/6/2023,"0,064","0,000","0,047","0,003","0,085","0,005","0,064","0,003","0,143","0,005","0,240","0,008","0,266","0,009","0,262","0,007","0,270","0,007","0,607","0,019"
145,19,19,1,CNA-6159,100,20230630,30/6/2023,"0,065","0,001","0,052","0,003","0,089","0,006","0,070","0,005","0,145","0,006","0,237","0,010","0,263","0,012","0,260","0,011","0,267","0,009","0,576","0,027"
136,97,97,1,Colina,100,20230630,30/6/2023,"0,065","0,000","0,051","0,003","0,087","0,006","0,072","0,005","0,143","0,005","0,230","0,006","0,254","0,008","0,252","0,007","0,259","0,006","0,553","0,027"
112,83,83,1,Colusa,100,20230630,30/6/2023,"0,065","0,000","0,055","0,003","0,095","0,005","0,077","0,005","0,150","0,005","0,235","0,006","0,259","0,007","0,256","0,005","0,264","0,005","0,537","0,023"
1167,87,87,2,Copsemar-7,100,20230630,30/6/2023,"0,065","0,000","0,050","0,003","0,086","0,006","0,067","0,004","0,143","0,005","0,233","0,008","0,258","0,010","0,254","0,008","0,263","0,007","0,583","0,022"
167,160,160,1,Copsemar-9,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,084","0,005","0,075","0,004","0,139","0,005","0,219","0,007","0,242","0,008","0,238","0,006","0,249","0,006","0,520","0,021"
138,20,20,1,CormorÃ¡n,100,20230630,30/6/2023,"0,065","0,001","0,053","0,004","0,094","0,008","0,070","0,005","0,150","0,008","0,245","0,011","0,271","0,013","0,267","0,011","0,273","0,010","0,586","0,027"
133,21,21,1,CT-13432,100,20230630,30/6/2023,"0,065","0,001","0,053","0,003","0,094","0,006","0,068","0,004","0,151","0,005","0,250","0,010","0,277","0,012","0,272","0,010","0,278","0,009","0,599","0,022"
1201,155,155,2,Daekwanbye,100,20230630,30/6/2023,"0,067","0,001","0,064","0,004","0,108","0,005","0,096","0,006","0,162","0,004","0,229","0,005","0,251","0,006","0,249","0,005","0,259","0,004","0,442","0,028"
120,107,107,1,Deneb,100,20230630,30/6/2023,"0,065","0,001","0,053","0,003","0,093","0,007","0,071","0,003","0,150","0,006","0,246","0,009","0,273","0,011","0,268","0,009","0,275","0,008","0,579","0,019"
1150,101,101,2,Dosel,100,20230630,30/6/2023,"0,065","0,001","0,051","0,004","0,089","0,007","0,071","0,005","0,146","0,007","0,234","0,007","0,258","0,008","0,253","0,007","0,263","0,006","0,563","0,027"
163,23,23,1,Drago,100,20230630,30/6/2023,"0,065","0,000","0,051","0,003","0,087","0,005","0,071","0,004","0,143","0,005","0,230","0,007","0,253","0,008","0,249","0,007","0,259","0,006","0,556","0,023"
1125,24,24,2,Ducato,100,20230630,30/6/2023,"0,065","0,000","0,052","0,003","0,089","0,006","0,072","0,005","0,147","0,006","0,232","0,007","0,254","0,008","0,250","0,007","0,260","0,006","0,553","0,026"
185,25,25,1,Eridano,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,085","0,005","0,076","0,004","0,140","0,005","0,220","0,005","0,242","0,006","0,238","0,005","0,249","0,004","0,514","0,019"
1197,161,161,2,ESTANY,100,20230630,30/6/2023,"0,066","0,001","0,060","0,005","0,100","0,008","0,084","0,009","0,156","0,007","0,234","0,008","0,258","0,009","0,254","0,007","0,263","0,007","0,502","0,041"
144,26,26,1,Fado,100,20230630,30/6/2023,"0,065","0,001","0,054","0,006","0,091","0,007","0,076","0,010","0,145","0,007","0,228","0,010","0,251","0,012","0,249","0,011","0,257","0,010","0,534","0,049"
198,27,27,1,Fonsa,100,20230630,30/6/2023,"0,066","0,000","0,055","0,003","0,089","0,006","0,078","0,005","0,146","0,006","0,228","0,009","0,250","0,009","0,245","0,008","0,255","0,007","0,516","0,025"
190,108,108,1,Fragrance,100,20230630,30/6/2023,"0,065","0,000","0,055","0,003","0,093","0,005","0,075","0,004","0,148","0,005","0,233","0,006","0,255","0,007","0,250","0,006","0,260","0,005","0,539","0,020"
1193,148,148,2,FrancÃ©s,100,20230630,30/6/2023,"0,067","0,001","0,069","0,007","0,113","0,009","0,097","0,013","0,171","0,009","0,234","0,009","0,255","0,011","0,252","0,009","0,261","0,008","0,442","0,056"
1184,149,149,2,Fuzisaka,100,20230630,30/6/2023,"0,065","0,001","0,053","0,004","0,093","0,006","0,075","0,007","0,152","0,007","0,237","0,008","0,261","0,010","0,256","0,008","0,266","0,007","0,547","0,036"
1157,162,162,2,Gageron,100,20230630,30/6/2023,"0,064","0,000","0,049","0,003","0,085","0,005","0,066","0,004","0,142","0,005","0,237","0,008","0,263","0,010","0,259","0,008","0,267","0,007","0,593","0,021"
106,28,28,1,Gavina,100,20230630,30/6/2023,"0,066","0,000","0,057","0,003","0,091","0,005","0,081","0,005","0,147","0,005","0,226","0,006","0,250","0,006","0,247","0,005","0,257","0,005","0,508","0,024"
169,29,29,1,Gema,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,095","0,006","0,069","0,003","0,152","0,006","0,245","0,007","0,269","0,008","0,263","0,007","0,271","0,007","0,583","0,019"
1190,111,111,2,Genio,100,20230630,30/6/2023,"0,066","0,001","0,059","0,006","0,102","0,009","0,080","0,010","0,158","0,008","0,244","0,010","0,268","0,011","0,263","0,009","0,272","0,009","0,532","0,045"
1117,109,109,2,Giano,100,20230630,30/6/2023,"0,065","0,001","0,054","0,003","0,096","0,007","0,072","0,003","0,152","0,007","0,243","0,009","0,266","0,010","0,260","0,008","0,269","0,007","0,566","0,020"
184,30,30,1,Gigante Vercell,100,20230630,30/6/2023,"0,065","0,001","0,055","0,003","0,099","0,007","0,073","0,004","0,156","0,007","0,243","0,009","0,266","0,010","0,260","0,008","0,269","0,007","0,560","0,021"
1200,116,116,2,Giglio,100,20230630,30/6/2023,"0,066","0,000","0,061","0,004","0,100","0,005","0,093","0,005","0,155","0,004","0,227","0,005","0,250","0,005","0,248","0,005","0,258","0,004","0,454","0,023"
183,163,163,1,Gines,100,20230630,30/6/2023,"0,065","0,000","0,050","0,002","0,086","0,004","0,071","0,003","0,143","0,004","0,228","0,006","0,250","0,007","0,247","0,005","0,257","0,005","0,553","0,018"
1178,31,31,2,Giovanni Marche,100,20230630,30/6/2023,"0,065","0,001","0,051","0,003","0,097","0,008","0,066","0,003","0,155","0,008","0,251","0,010","0,276","0,011","0,270","0,009","0,278","0,008","0,607","0,018"
1162,157,157,2,Giza 178,100,20230630,30/6/2023,"0,064","0,000","0,046","0,003","0,084","0,006","0,062","0,003","0,142","0,005","0,240","0,008","0,266","0,010","0,262","0,008","0,269","0,007","0,617","0,019"
1127,156,156,2,Giza 181,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,094","0,006","0,072","0,003","0,152","0,006","0,238","0,007","0,260","0,008","0,255","0,006","0,264","0,006","0,557","0,017"
173,32,32,1,Gladio,100,20230630,30/6/2023,"0,064","0,000","0,050","0,003","0,084","0,005","0,071","0,004","0,140","0,005","0,226","0,006","0,249","0,007","0,244","0,006","0,255","0,006","0,548","0,024"
108,33,33,1,Gleva,100,20230630,30/6/2023,"0,068","0,001","0,075","0,006","0,116","0,009","0,108","0,010","0,169","0,008","0,225","0,007","0,246","0,008","0,243","0,007","0,251","0,006","0,383","0,042"
1186,143,143,2,Granao,100,20230630,30/6/2023,"0,066","0,001","0,058","0,005","0,097","0,008","0,082","0,009","0,154","0,008","0,233","0,008","0,257","0,010","0,252","0,009","0,263","0,008","0,511","0,044"
195,164,164,1,GUADIAGRAN,100,20230630,30/6/2023,"0,066","0,000","0,056","0,003","0,092","0,006","0,080","0,004","0,148","0,006","0,226","0,007","0,247","0,007","0,243","0,006","0,253","0,006","0,505","0,020"
159,34,34,1,Guadiamar,100,20230630,30/6/2023,"0,065","0,001","0,051","0,003","0,087","0,006","0,072","0,005","0,143","0,006","0,229","0,009","0,252","0,011","0,249","0,009","0,258","0,008","0,552","0,029"
164,165,165,1,GUARA,100,20230630,30/6/2023,"0,065","0,000","0,051","0,003","0,086","0,005","0,072","0,004","0,142","0,005","0,226","0,006","0,250","0,008","0,246","0,006","0,256","0,005","0,548","0,020"
1114,35,35,2,Habataki,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,089","0,005","0,074","0,004","0,146","0,005","0,230","0,007","0,252","0,008","0,247","0,007","0,258","0,007","0,539","0,022"
1202,36,36,2,Harra,100,20230630,30/6/2023,"0,067","0,001","0,063","0,004","0,100","0,005","0,090","0,006","0,155","0,005","0,225","0,006","0,247","0,007","0,246","0,006","0,256","0,005","0,464","0,026"
1179,37,37,2,Hidalgo,100,20230630,30/6/2023,"0,065","0,001","0,053","0,003","0,086","0,005","0,073","0,006","0,141","0,005","0,225","0,007","0,248","0,009","0,245","0,007","0,255","0,007","0,539","0,029"
1163,166,166,2,HISPAGRAN,100,20230630,30/6/2023,"0,064","0,000","0,046","0,003","0,083","0,006","0,062","0,004","0,141","0,006","0,237","0,008","0,262","0,009","0,258","0,007","0,266","0,007","0,611","0,022"
170,159,159,1,Hispalong,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,088","0,005","0,075","0,004","0,142","0,005","0,225","0,007","0,247","0,008","0,243","0,007","0,253","0,006","0,529","0,023"
1153,167,167,2,HISPAMAR,100,20230630,30/6/2023,"0,065","0,001","0,053","0,004","0,088","0,006","0,073","0,006","0,145","0,006","0,231","0,007","0,255","0,009","0,251","0,007","0,260","0,006","0,547","0,028"
121,38,38,1,Hwayoung,100,20230630,30/6/2023,"0,065","0,000","0,053","0,003","0,089","0,006","0,075","0,005","0,146","0,006","0,230","0,007","0,254","0,008","0,250","0,007","0,260","0,006","0,538","0,024"
137,106,106,1,Icaro,100,20230630,30/6/2023,"0,066","0,001","0,056","0,004","0,098","0,008","0,073","0,005","0,152","0,007","0,243","0,010","0,267","0,012","0,263","0,010","0,270","0,009","0,564","0,026"
1144,120,120,2,Illabong,100,20230630,30/6/2023,"0,065","0,001","0,056","0,005","0,092","0,007","0,079","0,009","0,148","0,006","0,228","0,008","0,251","0,009","0,246","0,008","0,257","0,007","0,514","0,042"
125,84,84,1,Insen x Tremesi,100,20230630,30/6/2023,"0,064","0,000","0,050","0,003","0,093","0,006","0,067","0,004","0,151","0,006","0,250","0,009","0,276","0,012","0,271","0,010","0,277","0,009","0,604","0,022"
1112,39,39,2,IR-58,100,20230630,30/6/2023,"0,065","0,000","0,051","0,002","0,087","0,004","0,073","0,003","0,144","0,005","0,227","0,006","0,249","0,007","0,245","0,006","0,255","0,005","0,543","0,017"
1122,40,40,2,Irat 289,100,20230630,30/6/2023,"0,065","0,001","0,055","0,003","0,102","0,007","0,071","0,004","0,161","0,007","0,255","0,010","0,279","0,011","0,272","0,009","0,279","0,008","0,588","0,023"
134,41,41,1,Irat 307,100,20230630,30/6/2023,"0,065","0,001","0,053","0,004","0,096","0,007","0,070","0,006","0,153","0,006","0,246","0,011","0,271","0,013","0,266","0,011","0,273","0,010","0,585","0,030"
1145,42,42,2,Irat 320,100,20230630,30/6/2023,"0,065","0,001","0,054","0,005","0,095","0,008","0,074","0,007","0,153","0,008","0,239","0,010","0,261","0,011","0,256","0,010","0,265","0,009","0,552","0,036"
1101,43,43,1,Irat 350,100,20230630,30/6/2023,"0,066","0,000","0,061","0,003","0,104","0,006","0,085","0,004","0,159","0,006","0,235","0,008","0,254","0,009","0,249","0,007","0,258","0,006","0,490","0,021"
1198,52,52,2,Italica Livorn,100,20230630,30/6/2023,"0,066","0,001","0,056","0,003","0,099","0,007","0,076","0,004","0,157","0,006","0,246","0,007","0,271","0,008","0,266","0,006","0,274","0,006","0,555","0,020"
1196,170,10001,2,Jsendra,100,20230630,30/6/2023,"0,068","0,001","0,070","0,006","0,107","0,008","0,103","0,010","0,161","0,007","0,222","0,005","0,244","0,006","0,241","0,005","0,251","0,005","0,400","0,041"
1191,170,10001,2,Jsendra,100,20230630,30/6/2023,"0,067","0,001","0,067","0,005","0,104","0,007","0,099","0,008","0,157","0,006","0,219","0,005","0,241","0,006","0,238","0,004","0,250","0,004","0,410","0,036"
1189,170,10001,2,Jsendra,100,20230630,30/6/2023,"0,067","0,001","0,067","0,004","0,105","0,006","0,101","0,007","0,159","0,006","0,219","0,005","0,240","0,006","0,237","0,005","0,249","0,004","0,403","0,032"
1187,170,10001,2,Jsendra,100,20230630,30/6/2023,"0,066","0,001","0,056","0,005","0,091","0,007","0,080","0,008","0,147","0,007","0,227","0,008","0,250","0,009","0,247","0,008","0,257","0,007","0,512","0,037"
119,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,066","0,001","0,059","0,004","0,095","0,006","0,086","0,007","0,150","0,005","0,223","0,008","0,246","0,010","0,243","0,008","0,254","0,008","0,477","0,034"
126,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,066","0,000","0,057","0,004","0,091","0,006","0,082","0,006","0,145","0,005","0,220","0,006","0,242","0,007","0,240","0,006","0,249","0,006","0,489","0,030"
127,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,067","0,005","0,066","0,023","0,100","0,019","0,092","0,014","0,151","0,008","0,221","0,006","0,242","0,007","0,241","0,006","0,250","0,006","0,447","0,063"
128,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,066","0,001","0,057","0,004","0,091","0,006","0,082","0,007","0,146","0,005","0,221","0,007","0,244","0,008","0,242","0,007","0,251","0,006","0,491","0,032"
132,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,066","0,001","0,058","0,005","0,092","0,008","0,084","0,009","0,146","0,007","0,219","0,007","0,240","0,009","0,238","0,007","0,249","0,007","0,480","0,042"
147,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,066","0,001","0,057","0,005","0,093","0,007","0,081","0,008","0,146","0,006","0,224","0,007","0,247","0,009","0,244","0,007","0,253","0,006","0,502","0,037"
172,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,067","0,001","0,065","0,004","0,100","0,005","0,097","0,007","0,151","0,004","0,212","0,005","0,232","0,005","0,229","0,004","0,241","0,004","0,405","0,030"
1120,170,10001,2,Jsendra,100,20230630,30/6/2023,"0,066","0,001","0,057","0,005","0,090","0,006","0,084","0,008","0,145","0,005","0,217","0,007","0,238","0,007","0,234","0,006","0,246","0,006","0,472","0,037"
187,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,066","0,001","0,060","0,004","0,093","0,006","0,089","0,007","0,146","0,005","0,215","0,006","0,236","0,007","0,232","0,006","0,245","0,005","0,444","0,033"
188,170,10001,1,Jsendra,100,20230630,30/6/2023,"0,066","0,001","0,058","0,004","0,091","0,006","0,086","0,007","0,146","0,005","0,217","0,006","0,238","0,007","0,234","0,006","0,246","0,005","0,462","0,035"
1108,170,10001,2,Jsendra,100,20230630,30/6/2023,"0,067","0,000","0,068","0,004","0,104","0,005","0,103","0,006","0,156","0,004","0,213","0,005","0,232","0,006","0,229","0,005","0,241","0,004","0,379","0,028"
1104,170,10001,2,Jsendra,100,20230630,30/6/2023,"0,069","0,000","0,077","0,002","0,113","0,004","0,118","0,004","0,161","0,004","0,210","0,003","0,228","0,003","0,225","0,003","0,238","0,002","0,312","0,018"
1103,170,10001,2,Jsendra,100,20230630,30/6/2023,"0,068","0,001","0,075","0,004","0,110","0,005","0,113","0,007","0,160","0,005","0,213","0,005","0,231","0,005","0,228","0,004","0,240","0,004","0,336","0,028"
157,93,93,1,Jucar,100,20230630,30/6/2023,"0,065","0,000","0,051","0,003","0,087","0,006","0,069","0,004","0,144","0,006","0,236","0,008","0,260","0,009","0,256","0,008","0,265","0,007","0,574","0,021"
1152,45,45,2,Kalao,100,20230630,30/6/2023,"0,065","0,000","0,050","0,003","0,088","0,005","0,068","0,003","0,145","0,005","0,239","0,007","0,265","0,009","0,260","0,007","0,268","0,007","0,586","0,019"
1160,141,141,2,Katy,100,20230630,30/6/2023,"0,065","0,001","0,053","0,003","0,097","0,006","0,069","0,004","0,154","0,006","0,242","0,007","0,265","0,009","0,261","0,007","0,268","0,006","0,583","0,022"
1188,46,46,2,Kinmaze,100,20230630,30/6/2023,"0,065","0,001","0,055","0,008","0,093","0,010","0,077","0,014","0,150","0,009","0,237","0,011","0,261","0,014","0,256","0,012","0,266","0,011","0,538","0,065"
