Parcela,Codigo,Codi,Bloque,Varietat,Dosi N,date,Fecha,B01,stdv_B1,B02,stdv_B2,B03,stdv_B3,B04,stdv_B4,B05,stdv_B5,B06,stdv_B6,B07,stdv_B7,B08,stdv_B8,B09,stdv_B9,NDVI,stdv_NDVI
183,163,163,1,Gines,200,20230705,5/7/2023,"0,032","0,000","0,026","0,002","0,045","0,004","0,041","0,003","0,093","0,004","0,195","0,015","0,248","0,019","0,233","0,016","0,250","0,017","0,701","0,027"
1178,31,31,2,Giovanni Marche,200,20230705,5/7/2023,"0,034","0,000","0,032","0,002","0,064","0,006","0,045","0,003","0,111","0,006","0,249","0,023","0,305","0,028","0,288","0,024","0,303","0,026","0,731","0,024"
1162,157,157,2,Giza 178,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,049","0,004","0,043","0,003","0,097","0,004","0,201","0,018","0,260","0,025","0,242","0,022","0,261","0,022","0,699","0,029"
1127,156,156,2,Giza 181,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,052","0,004","0,045","0,003","0,099","0,004","0,186","0,016","0,229","0,020","0,212","0,017","0,227","0,017","0,648","0,028"
173,32,32,1,Gladio,200,20230705,5/7/2023,"0,033","0,000","0,028","0,001","0,046","0,003","0,045","0,002","0,092","0,003","0,167","0,011","0,214","0,014","0,199","0,011","0,214","0,012","0,628","0,022"
108,33,33,1,Gleva,200,20230705,5/7/2023,"0,034","0,000","0,032","0,003","0,058","0,005","0,047","0,004","0,106","0,004","0,210","0,020","0,265","0,026","0,248","0,021","0,266","0,022","0,679","0,031"
1186,143,143,2,Granao,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,057","0,005","0,045","0,003","0,103","0,005","0,217","0,017","0,276","0,022","0,260","0,017","0,276","0,019","0,708","0,023"
195,164,164,1,GUADIAGRAN,200,20230705,5/7/2023,"0,034","0,001","0,035","0,006","0,059","0,006","0,054","0,009","0,106","0,005","0,203","0,022","0,251","0,026","0,239","0,024","0,250","0,024","0,632","0,058"
159,34,34,1,Guadiamar,200,20230705,5/7/2023,"0,033","0,000","0,027","0,002","0,048","0,004","0,040","0,002","0,094","0,004","0,205","0,015","0,268","0,020","0,251","0,017","0,266","0,018","0,723","0,021"
164,165,165,1,GUARA,200,20230705,5/7/2023,"0,033","0,000","0,027","0,002","0,047","0,004","0,043","0,003","0,094","0,004","0,196","0,017","0,253","0,022","0,238","0,019","0,253","0,020","0,695","0,029"
1114,35,35,2,Habataki,200,20230705,5/7/2023,"0,034","0,000","0,032","0,002","0,054","0,004","0,048","0,004","0,101","0,004","0,195","0,023","0,244","0,028","0,229","0,025","0,244","0,025","0,652","0,039"
1202,36,36,2,Harra,200,20230705,5/7/2023,"0,035","0,001","0,043","0,003","0,074","0,006","0,067","0,006","0,119","0,006","0,172","0,017","0,209","0,017","0,195","0,016","0,212","0,017","0,489","0,048"
1179,37,37,2,Hidalgo,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,054","0,004","0,048","0,002","0,099","0,004","0,183","0,017","0,235","0,021","0,217","0,018","0,234","0,018","0,639","0,028"
1163,166,166,2,HISPAGRAN,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,047","0,006","0,042","0,003","0,094","0,005","0,188","0,019","0,245","0,024","0,227","0,020","0,246","0,021","0,685","0,030"
170,159,159,1,Hispalong,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,050","0,004","0,045","0,003","0,095","0,004","0,185","0,016","0,236","0,019","0,220","0,016","0,235","0,016","0,659","0,027"
1153,167,167,2,HISPAMAR,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,050","0,004","0,046","0,004","0,096","0,004","0,178","0,015","0,228","0,019","0,209","0,016","0,228","0,016","0,643","0,033"
121,38,38,1,Hwayoung,200,20230705,5/7/2023,"0,034","0,000","0,032","0,002","0,057","0,005","0,048","0,004","0,104","0,005","0,204","0,015","0,258","0,021","0,240","0,016","0,260","0,017","0,666","0,029"
137,106,106,1,Icaro,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,065","0,006","0,045","0,002","0,110","0,006","0,258","0,021","0,320","0,025","0,301","0,021","0,317","0,022","0,740","0,020"
1144,120,120,2,Illabong,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,048","0,004","0,043","0,003","0,094","0,004","0,182","0,020","0,233","0,025","0,215","0,020","0,233","0,021","0,668","0,033"
125,84,84,1,Insen x Tremesi,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,057","0,006","0,043","0,003","0,105","0,006","0,239","0,021","0,300","0,025","0,284","0,022","0,300","0,023","0,736","0,024"
1112,39,39,2,IR-58,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,052","0,004","0,043","0,002","0,101","0,004","0,216","0,019","0,269","0,024","0,256","0,021","0,270","0,021","0,712","0,025"
1122,40,40,2,Irat 289,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,061","0,006","0,043","0,002","0,109","0,006","0,236","0,025","0,279","0,027","0,258","0,023","0,275","0,025","0,716","0,026"
134,41,41,1,Irat 307,200,20230705,5/7/2023,"0,034","0,000","0,034","0,002","0,065","0,006","0,046","0,004","0,111","0,005","0,242","0,029","0,300","0,036","0,278","0,032","0,295","0,032","0,714","0,035"
1145,42,42,2,Irat 320,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,057","0,006","0,044","0,003","0,104","0,005","0,207","0,022","0,254","0,026","0,236","0,020","0,253","0,022","0,683","0,028"
1101,43,43,1,Irat 350,200,20230705,5/7/2023,"0,033","0,000","0,032","0,003","0,066","0,007","0,047","0,005","0,116","0,007","0,242","0,035","0,284","0,040","0,272","0,036","0,280","0,037","0,707","0,041"
1198,52,52,2,Italica Livorn,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,066","0,007","0,045","0,003","0,113","0,006","0,254","0,023","0,310","0,029","0,297","0,025","0,311","0,025","0,735","0,024"
1196,170,10001,2,Jsendra,200,20230705,5/7/2023,"0,035","0,001","0,038","0,004","0,063","0,007","0,057","0,008","0,110","0,008","0,171","0,018","0,215","0,024","0,199","0,020","0,217","0,021","0,553","0,059"
1191,170,10001,2,Jsendra,200,20230705,5/7/2023,"0,034","0,001","0,034","0,004","0,060","0,007","0,053","0,006","0,108","0,006","0,170","0,017","0,215","0,023","0,197","0,019","0,214","0,022","0,576","0,050"
1189,170,10001,2,Jsendra,200,20230705,5/7/2023,"0,034","0,000","0,032","0,003","0,057","0,006","0,049","0,005","0,105","0,006","0,180","0,016","0,227","0,022","0,211","0,017","0,230","0,020","0,623","0,039"
1187,170,10001,2,Jsendra,200,20230705,5/7/2023,"0,034","0,000","0,034","0,002","0,058","0,005","0,051","0,005","0,105","0,004","0,173","0,017","0,219","0,019","0,202","0,016","0,219","0,017","0,595","0,039"
119,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,035","0,000","0,037","0,003","0,060","0,006","0,056","0,005","0,106","0,005","0,181","0,011","0,230","0,017","0,212","0,011","0,233","0,014","0,583","0,036"
126,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,035","0,000","0,037","0,003","0,060","0,005","0,057","0,006","0,105","0,005","0,182","0,018","0,230","0,025","0,213","0,021","0,232","0,021","0,576","0,049"
127,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,035","0,000","0,039","0,003","0,063","0,006","0,062","0,006","0,109","0,005","0,174","0,017","0,217","0,023","0,201","0,019","0,220","0,021","0,529","0,049"
128,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,035","0,001","0,040","0,003","0,064","0,005","0,062","0,006","0,110","0,005","0,177","0,017","0,221","0,023","0,205","0,019","0,224","0,021","0,533","0,050"
132,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,034","0,000","0,037","0,003","0,062","0,005","0,059","0,005","0,109","0,005","0,176","0,013","0,219","0,018","0,201","0,014","0,220","0,015","0,547","0,040"
147,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,035","0,001","0,039","0,004","0,064","0,007","0,063","0,007","0,108","0,006","0,173","0,015","0,215","0,020","0,199","0,016","0,217","0,018","0,521","0,052"
172,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,035","0,000","0,039","0,003","0,062","0,004","0,064","0,005","0,106","0,003","0,146","0,011","0,183","0,015","0,168","0,012","0,182","0,013","0,451","0,044"
1120,170,10001,2,Jsendra,200,20230705,5/7/2023,"0,035","0,001","0,038","0,004","0,059","0,006","0,062","0,008","0,103","0,005","0,142","0,017","0,177","0,021","0,162","0,016","0,178","0,019","0,446","0,066"
187,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,036","0,001","0,046","0,004","0,072","0,005","0,076","0,008","0,115","0,004","0,148","0,014","0,182","0,018","0,168","0,015","0,182","0,015","0,381","0,060"
188,170,10001,1,Jsendra,200,20230705,5/7/2023,"0,036","0,001","0,047","0,005","0,074","0,006","0,079","0,010","0,117","0,005","0,144","0,014","0,176","0,018","0,165","0,015","0,177","0,015","0,354","0,068"
1108,170,10001,2,Jsendra,200,20230705,5/7/2023,"0,036","0,001","0,048","0,004","0,074","0,005","0,078","0,007","0,119","0,004","0,152","0,017","0,184","0,021","0,171","0,017","0,185","0,018","0,374","0,057"
1104,170,10001,2,Jsendra,200,20230705,5/7/2023,"0,037","0,001","0,053","0,005","0,082","0,007","0,087","0,009","0,124","0,005","0,143","0,016","0,174","0,018","0,162","0,015","0,171","0,016","0,300","0,063"
1103,170,10001,2,Jsendra,200,20230705,5/7/2023,"0,036","0,001","0,050","0,004","0,079","0,005","0,082","0,008","0,122","0,005","0,144","0,018","0,174","0,020","0,162","0,017","0,171","0,018","0,330","0,063"
157,93,93,1,Jucar,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,051","0,005","0,040","0,002","0,098","0,005","0,232","0,019","0,303","0,025","0,286","0,021","0,299","0,022","0,757","0,020"
1152,45,45,2,Kalao,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,052","0,004","0,045","0,003","0,098","0,004","0,188","0,019","0,237","0,023","0,218","0,019","0,237","0,020","0,658","0,030"
1160,141,141,2,Katy,200,20230705,5/7/2023,"0,034","0,000","0,034","0,002","0,064","0,007","0,048","0,003","0,110","0,007","0,209","0,025","0,252","0,029","0,233","0,024","0,251","0,025","0,660","0,034"
1188,46,46,2,Kinmaze,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,056","0,005","0,043","0,002","0,103","0,005","0,224","0,015","0,287","0,018","0,270","0,014","0,286","0,015","0,724","0,018"
1118,47,47,2,Koshihikari,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,049","0,003","0,047","0,003","0,095","0,003","0,167","0,016","0,208","0,020","0,192","0,016","0,209","0,018","0,606","0,033"
1131,119,119,2,Kyeema,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,054","0,003","0,050","0,003","0,098","0,003","0,167","0,015","0,209","0,017","0,192","0,014","0,208","0,015","0,589","0,031"
1142,48,48,2,L-202,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,051","0,003","0,044","0,003","0,097","0,003","0,189","0,016","0,238","0,020","0,220","0,016","0,237","0,017","0,664","0,026"
1183,128,128,2,L-203,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,052","0,004","0,044","0,002","0,098","0,004","0,200","0,014","0,257","0,019","0,241","0,015","0,257","0,016","0,693","0,021"
1107,129,129,2,L-206,200,20230705,5/7/2023,"0,034","0,000","0,034","0,002","0,054","0,004","0,049","0,004","0,102","0,004","0,202","0,020","0,253","0,026","0,241","0,023","0,252","0,023","0,659","0,035"
1147,136,136,2,Labelle,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,057","0,004","0,047","0,003","0,102","0,004","0,197","0,017","0,246","0,020","0,225","0,018","0,244","0,017","0,657","0,030"
1182,154,154,2,Lady Wright,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,055","0,005","0,042","0,002","0,102","0,005","0,228","0,020","0,289","0,027","0,271","0,023","0,288","0,024","0,731","0,023"
1130,118,118,2,Langhi,200,20230705,5/7/2023,"0,033","0,000","0,029","0,001","0,048","0,003","0,044","0,002","0,094","0,002","0,183","0,014","0,231","0,016","0,215","0,013","0,230","0,014","0,663","0,020"
1110,49,49,2,Leda,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,054","0,005","0,044","0,003","0,103","0,005","0,229","0,019","0,285","0,026","0,269","0,021","0,283","0,021","0,716","0,027"
179,50,50,1,Lemont,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,058","0,004","0,049","0,003","0,103","0,004","0,203","0,018","0,249","0,022","0,233","0,019","0,247","0,019","0,652","0,028"
1100,113,113,1,Lido,200,20230705,5/7/2023,"0,034","0,000","0,034","0,002","0,060","0,005","0,053","0,004","0,109","0,005","0,198","0,025","0,242","0,029","0,226","0,024","0,238","0,026","0,622","0,041"
1177,99,99,2,Liso,200,20230705,5/7/2023,"0,034","0,000","0,032","0,002","0,058","0,005","0,048","0,003","0,105","0,005","0,197","0,019","0,245","0,024","0,227","0,019","0,246","0,020","0,649","0,029"
1164,51,51,2,Litchikiang,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,057","0,006","0,039","0,002","0,105","0,006","0,272","0,027","0,348","0,035","0,329","0,032","0,342","0,034","0,789","0,021"
1141,86,86,2,LLuent,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,056","0,004","0,051","0,003","0,100","0,003","0,172","0,020","0,216","0,023","0,198","0,021","0,214","0,021","0,592","0,040"
1109,53,53,2,Loto,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,055","0,005","0,043","0,003","0,103","0,004","0,236","0,027","0,293","0,033","0,279","0,028","0,292","0,028","0,733","0,029"
180,122,122,1,M-101,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,049","0,004","0,046","0,003","0,096","0,004","0,193","0,016","0,245","0,020","0,231","0,017","0,246","0,017","0,670","0,026"
196,123,123,1,M-103,200,20230705,5/7/2023,"0,034","0,000","0,032","0,003","0,054","0,005","0,048","0,005","0,102","0,004","0,210","0,023","0,266","0,029","0,252","0,026","0,264","0,027","0,679","0,038"
114,54,54,1,M-201,200,20230705,5/7/2023,"0,033","0,000","0,028","0,003","0,055","0,004","0,042","0,003","0,102","0,004","0,238","0,020","0,305","0,025","0,287","0,021","0,307","0,022","0,744","0,023"
102,55,55,1,M-202,200,20230705,5/7/2023,"0,034","0,001","0,035","0,003","0,066","0,006","0,050","0,005","0,113","0,006","0,234","0,021","0,287","0,024","0,273","0,022","0,288","0,022","0,692","0,035"
152,124,124,1,M-203,200,20230705,5/7/2023,"0,033","0,000","0,027","0,003","0,052","0,006","0,039","0,004","0,099","0,005","0,241","0,021","0,311","0,029","0,293","0,025","0,308","0,025","0,765","0,028"
165,125,125,1,M-205,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,049","0,005","0,043","0,003","0,095","0,005","0,196","0,018","0,252","0,022","0,237","0,018","0,252","0,018","0,691","0,028"
186,126,126,1,M-206,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,056","0,004","0,052","0,003","0,102","0,004","0,179","0,018","0,225","0,022","0,211","0,018","0,225","0,019","0,607","0,033"
1168,127,127,2,M-208,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,051","0,005","0,042","0,003","0,098","0,005","0,201","0,020","0,258","0,025","0,240","0,022","0,258","0,023","0,703","0,030"
1134,150,150,2,Mangetsumochi,200,20230705,5/7/2023,"0,033","0,000","0,026","0,001","0,045","0,004","0,041","0,002","0,092","0,004","0,175","0,015","0,222","0,018","0,205","0,015","0,221","0,016","0,668","0,025"
148,112,112,1,Maratelli,200,20230705,5/7/2023,"0,033","0,001","0,030","0,003","0,054","0,006","0,046","0,006","0,100","0,006","0,207","0,024","0,261","0,031","0,245","0,028","0,261","0,029","0,686","0,045"
1132,94,94,2,Mareny,200,20230705,5/7/2023,"0,033","0,000","0,027","0,001","0,048","0,003","0,041","0,002","0,094","0,004","0,195","0,019","0,243","0,023","0,227","0,021","0,242","0,021","0,696","0,026"
181,56,56,1,Marisma,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,050","0,004","0,046","0,003","0,097","0,004","0,191","0,020","0,238","0,023","0,223","0,019","0,240","0,020","0,661","0,032"
1106,57,57,2,Marjal,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,057","0,005","0,048","0,003","0,105","0,005","0,216","0,020","0,267","0,024","0,255","0,020","0,265","0,021","0,685","0,026"
1102,138,138,2,Mars,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,054","0,006","0,041","0,002","0,103","0,006","0,247","0,028","0,305","0,035","0,291","0,030","0,300","0,031","0,753","0,026"
1175,145,145,2,Matusaka,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,055","0,005","0,045","0,002","0,102","0,005","0,206","0,019","0,259","0,023","0,241","0,020","0,260","0,021","0,682","0,025"
178,137,137,1,Maybelle,200,20230705,5/7/2023,"0,033","0,000","0,031","0,002","0,055","0,004","0,048","0,003","0,101","0,004","0,194","0,018","0,238","0,020","0,223","0,018","0,238","0,018","0,647","0,028"
1111,117,117,2,Millin,200,20230705,5/7/2023,"0,033","0,000","0,030","0,003","0,050","0,004","0,044","0,005","0,098","0,004","0,202","0,023","0,254","0,028","0,242","0,026","0,256","0,025","0,691","0,039"
1169,168,168,2,Moleta,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,048","0,004","0,044","0,004","0,095","0,003","0,178","0,013","0,230","0,017","0,211","0,015","0,231","0,015","0,656","0,032"
191,104,104,1,Montsianell,200,20230705,5/7/2023,"0,034","0,000","0,034","0,002","0,057","0,005","0,051","0,004","0,104","0,005","0,200","0,019","0,249","0,023","0,237","0,020","0,250","0,020","0,645","0,035"
1133,58,58,2,Morobereka,200,20230705,5/7/2023,"0,033","0,000","0,026","0,002","0,046","0,004","0,042","0,003","0,092","0,003","0,174","0,014","0,221","0,019","0,204","0,015","0,220","0,016","0,659","0,028"
146,158,158,1,Nam Yang,200,20230705,5/7/2023,"0,033","0,000","0,031","0,003","0,057","0,006","0,045","0,005","0,103","0,005","0,220","0,019","0,276","0,026","0,257","0,021","0,274","0,021","0,700","0,034"
1195,59,59,2,Nano,200,20230705,5/7/2023,"0,034","0,000","0,032","0,002","0,051","0,004","0,047","0,003","0,098","0,004","0,176","0,019","0,230","0,022","0,213","0,019","0,232","0,019","0,642","0,031"
1158,132,132,2,Newbonnet,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,054","0,004","0,046","0,002","0,099","0,004","0,189","0,018","0,239","0,022","0,220","0,019","0,238","0,020","0,653","0,029"
160,60,60,1,Nipponbare,200,20230705,5/7/2023,"0,033","0,000","0,027","0,002","0,050","0,004","0,041","0,002","0,096","0,004","0,210","0,017","0,270","0,020","0,254","0,017","0,270","0,017","0,724","0,022"
1156,95,95,2,Niva ,200,20230705,5/7/2023,"0,033","0,000","0,029","0,001","0,054","0,004","0,044","0,002","0,101","0,004","0,207","0,017","0,258","0,022","0,239","0,017","0,258","0,018","0,692","0,023"
115,61,61,1,Norin 8,200,20230705,5/7/2023,"0,033","0,001","0,026","0,003","0,056","0,005","0,039","0,003","0,105","0,005","0,269","0,020","0,341","0,024","0,325","0,022","0,340","0,022","0,787","0,021"
1146,139,139,2,Northrose,200,20230705,5/7/2023,"0,033","0,001","0,028","0,003","0,061","0,007","0,039","0,004","0,110","0,006","0,277","0,026","0,344","0,032","0,320","0,028","0,335","0,028","0,785","0,024"
149,140,140,1,Nova 66,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,055","0,006","0,041","0,003","0,103","0,006","0,252","0,023","0,320","0,029","0,302","0,025","0,316","0,026","0,763","0,024"
103,62,62,1,Nuevo Maratelli,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,059","0,005","0,046","0,003","0,107","0,005","0,220","0,023","0,274","0,027","0,262","0,023","0,279","0,023","0,698","0,028"
1185,88,88,2,Olesa,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,052","0,005","0,045","0,003","0,099","0,004","0,177","0,011","0,228","0,014","0,211","0,012","0,228","0,013","0,646","0,026"
177,63,63,1,Opale,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,051","0,003","0,046","0,003","0,097","0,003","0,191","0,015","0,238","0,020","0,223","0,015","0,239","0,015","0,661","0,027"
110,64,64,1,Pavlosky,200,20230705,5/7/2023,"0,033","0,001","0,030","0,004","0,057","0,007","0,045","0,005","0,105","0,007","0,225","0,021","0,285","0,026","0,267","0,022","0,287","0,022","0,711","0,034"
155,65,65,1,Pegonil,200,20230705,5/7/2023,"0,033","0,000","0,028","0,002","0,051","0,005","0,043","0,003","0,098","0,004","0,212","0,021","0,272","0,023","0,254","0,020","0,269","0,022","0,712","0,028"
140,110,110,1,Poseidone,200,20230705,5/7/2023,"0,034","0,001","0,033","0,003","0,069","0,008","0,046","0,005","0,116","0,007","0,270","0,026","0,330","0,028","0,311","0,025","0,325","0,026","0,742","0,030"
141,151,151,1,Precoz-6,200,20230705,5/7/2023,"0,034","0,001","0,033","0,003","0,062","0,007","0,048","0,004","0,108","0,007","0,225","0,019","0,278","0,024","0,260","0,019","0,277","0,020","0,688","0,029"
1180,66,66,2,PUITA,200,20230705,5/7/2023,"0,034","0,000","0,033","0,002","0,067","0,007","0,046","0,003","0,114","0,007","0,255","0,026","0,312","0,031","0,295","0,029","0,309","0,030","0,729","0,027"
1149,67,67,2,Puntal,200,20230705,5/7/2023,"0,033","0,000","0,030","0,003","0,052","0,006","0,044","0,003","0,097","0,005","0,196","0,020","0,251","0,024","0,233","0,020","0,249","0,022","0,681","0,030"
168,44,44,1,Regina,200,20230705,5/7/2023,"0,033","0,000","0,027","0,002","0,044","0,004","0,043","0,003","0,090","0,004","0,172","0,014","0,225","0,019","0,210","0,016","0,226","0,017","0,657","0,030"
118,68,68,1,Ricastello,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,058","0,006","0,043","0,002","0,104","0,005","0,239","0,021","0,311","0,025","0,293","0,023","0,310","0,024","0,742","0,021"
1135,69,69,2,Rivera,200,20230705,5/7/2023,"0,032","0,000","0,025","0,001","0,044","0,004","0,039","0,002","0,091","0,003","0,184","0,019","0,233","0,023","0,218","0,019","0,233","0,020","0,693","0,027"
116,70,70,1,Romolo,200,20230705,5/7/2023,"0,034","0,000","0,036","0,002","0,065","0,006","0,050","0,003","0,109","0,005","0,234","0,020","0,294","0,024","0,275","0,022","0,293","0,021","0,695","0,026"
105,131,131,1,S-101,200,20230705,5/7/2023,"0,033","0,001","0,031","0,005","0,057","0,007","0,047","0,008","0,105","0,006","0,218","0,023","0,270","0,028","0,255","0,026","0,274","0,023","0,689","0,051"
162,71,71,1,Sarcet,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,048","0,004","0,043","0,003","0,094","0,004","0,194","0,021","0,253","0,028","0,237","0,024","0,252","0,024","0,691","0,032"
1154,72,72,2,Savio,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,052","0,004","0,044","0,003","0,098","0,004","0,195","0,021","0,247","0,026","0,227","0,022","0,245","0,023","0,678","0,032"
1113,73,73,2,Senia,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,051","0,004","0,045","0,003","0,099","0,004","0,206","0,022","0,262","0,028","0,248","0,023","0,261","0,025","0,695","0,030"
174,74,74,1,Sequial,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,050","0,003","0,047","0,003","0,095","0,003","0,173","0,016","0,220","0,019","0,205","0,017","0,219","0,018","0,624","0,032"
1137,152,152,2,Sigikari,200,20230705,5/7/2023,"0,034","0,000","0,032","0,002","0,053","0,005","0,048","0,003","0,097","0,004","0,174","0,018","0,218","0,022","0,201","0,018","0,218","0,019","0,615","0,034"
150,75,75,1,SIS R215,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,054","0,005","0,045","0,004","0,099","0,005","0,213","0,020","0,273","0,024","0,256","0,021","0,272","0,022","0,702","0,030"
1140,76,76,2,Sivert,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,048","0,005","0,044","0,002","0,094","0,004","0,181","0,017","0,229","0,020","0,212","0,017","0,229","0,018","0,657","0,028"
197,100,100,1,Sollana,200,20230705,5/7/2023,"0,035","0,000","0,038","0,003","0,068","0,007","0,057","0,005","0,116","0,007","0,216","0,029","0,261","0,034","0,246","0,030","0,258","0,029","0,622","0,044"
1119,22,22,2,SOTO,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,048","0,003","0,048","0,003","0,094","0,003","0,161","0,018","0,201","0,021","0,187","0,015","0,203","0,018","0,593","0,035"
1172,103,103,2,Susi,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,053","0,004","0,044","0,002","0,100","0,004","0,190","0,018","0,239","0,024","0,220","0,020","0,239","0,020","0,665","0,029"
1174,77,77,2,Tainung 67,200,20230705,5/7/2023,"0,033","0,000","0,029","0,002","0,052","0,004","0,043","0,002","0,099","0,004","0,197","0,018","0,249","0,024","0,232","0,019","0,250","0,021","0,685","0,026"
1151,135,135,2,Tebonent,200,20230705,5/7/2023,"0,034","0,000","0,032","0,002","0,054","0,004","0,050","0,004","0,100","0,003","0,171","0,014","0,215","0,017","0,197","0,014","0,215","0,014","0,598","0,034"
111,85,85,1,Tebre,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,057","0,006","0,045","0,002","0,104","0,005","0,223","0,021","0,286","0,026","0,268","0,021","0,287","0,024","0,710","0,024"
176,89,89,1,Teti,200,20230705,5/7/2023,"0,033","0,000","0,030","0,001","0,047","0,003","0,049","0,002","0,093","0,002","0,160","0,010","0,205","0,013","0,191","0,010","0,207","0,011","0,594","0,023"
1105,78,78,2,Ullal,200,20230705,5/7/2023,"0,034","0,000","0,031","0,002","0,054","0,005","0,046","0,004","0,103","0,005","0,216","0,023","0,268","0,028","0,256","0,025","0,266","0,024","0,695","0,032"
1181,79,79,2,Urano,200,20230705,5/7/2023,"0,033","0,000","0,030","0,002","0,053","0,005","0,044","0,003","0,100","0,005","0,205","0,014","0,260","0,018","0,242","0,016","0,259","0,017","0,693","0,023"
117,80,80,1,Venere,200,20230705,5/7/2023,"0,034","0,000","0,034","0,002","0,058","0,005","0,052","0,003","0,105","0,004","0,193","0,013","0,245","0,018","0,228","0,014","0,249","0,015","0,631","0,026"
1128,146,146,2,YR 71011,200,20230705,5/7/2023,"0,033","0,000","0,027","0,001","0,053","0,004","0,041","0,002","0,099","0,003","0,220","0,018","0,272","0,023","0,256","0,020","0,268","0,020","0,727","0,021"
1129,81,81,2,Zhonghua 15,200,20230705,5/7/2023,"0,033","0,000","0,028","0,001","0,050","0,004","0,044","0,002","0,096","0,004","0,180","0,015","0,223","0,019","0,208","0,015","0,222","0,015","0,647","0,026"
194,7,7,1,-,100,20230712,12/7/2023,"0,040","0,003","0,046","0,011","0,094","0,018","0,049","0,016","0,130","0,020","0,318","0,059","0,371","0,068","0,355","0,062","0,368","0,062","0,760","0,077"
1138,142,142,2,A-301,100,20230712,12/7/2023,"0,035","0,001","0,024","0,003","0,055","0,008","0,033","0,003","0,092","0,010","0,233","0,040","0,290","0,043","0,273","0,038","0,281","0,046","0,785","0,032"
1165,144,144,2,Adret,100,20230712,12/7/2023,"0,034","0,001","0,021","0,003","0,052","0,009","0,028","0,003","0,090","0,010","0,255","0,036","0,319","0,041","0,303","0,035","0,315","0,036","0,831","0,023"
