Parcela,Codi,Bloque,Dosi N,date,Fecha,B01,stdv_B1,B02,stdv_B2,B03,stdv_B3,B04,stdv_B4,B05,stdv_B5,B06,stdv_B6,B07,stdv_B7,B08,stdv_B8,B09,stdv_B9,NDVI,stdv_NDVI
1111,1,2,100,20230711,11/7/2023,"0,023","0,000","0,041","0,002","0,077","0,005","0,054","0,004","0,098","0,003","0,192","0,009","0,253","0,007","0,214","0,027","0,253","0,004","0,595","0,045"
1111,1,2,200,20230711,11/7/2023,"0,022","0,000","0,039","0,002","0,076","0,005","0,049","0,003","0,097","0,003","0,208","0,013","0,265","0,009","0,266","0,039","0,262","0,006","0,689","0,041"
1111,1,2,100,20230718,18/7/2023,"0,022","0,004","0,040","0,004","0,075","0,005","0,045","0,003","0,102","0,006","0,232","0,011","0,318","0,013","0,305","0,022","0,316","0,011","0,744","0,021"
1111,1,2,200,20230718,18/7/2023,"0,020","0,005","0,039","0,004","0,074","0,006","0,044","0,003","0,101","0,007","0,232","0,016","0,320","0,018","0,304","0,030","0,317","0,015","0,748","0,027"
1111,1,2,100,20230808,8/8/2023,"0,030","0,002","0,029","0,004","0,072","0,008","0,034","0,004","0,100","0,001","0,341","0,025","0,407","0,019","0,425","0,023","0,419","0,019","0,853","0,016"
1111,1,2,200,20230808,8/8/2023,"0,031","0,003","0,030","0,004","0,077","0,010","0,035","0,004","0,101","0,001","0,355","0,029","0,418","0,025","0,443","0,031","0,437","0,026","0,855","0,017"
1111,1,2,100,20230825,25/8/2023,"0,035","0,003","0,038","0,009","0,082","0,015","0,045","0,008","0,115","0,006","0,256","0,025","0,310","0,031","0,306","0,037","0,316","0,024","0,743","0,047"
1111,1,2,200,20230825,25/8/2023,"0,036","0,003","0,043","0,009","0,096","0,017","0,051","0,008","0,122","0,007","0,294","0,028","0,370","0,036","0,384","0,041","0,362","0,024","0,766","0,040"
1111,1,2,100,20230907,7/9/2023,"0,047","0,001","0,062","0,010","0,105","0,016","0,090","0,014","0,167","0,019","0,287","0,019","0,338","0,018","0,346","0,020","0,408","0,030","0,586","0,054"
1111,1,2,200,20230907,7/9/2023,"0,046","0,001","0,054","0,011","0,096","0,015","0,082","0,016","0,159","0,018","0,268","0,013","0,314","0,013","0,312","0,014","0,356","0,020","0,582","0,067"
1111,1,2,100,20230918,18/9/2023,"0,026","0,001","0,058","0,006","0,097","0,007","0,111","0,013","0,168","0,008","0,240","0,014","0,278","0,019","0,288","0,032","0,312","0,012","0,446","0,063"
1111,1,2,200,20230918,18/9/2023,"0,026","0,001","0,060","0,008","0,099","0,010","0,120","0,016","0,173","0,012","0,241","0,021","0,275","0,026","0,288","0,042","0,309","0,017","0,412","0,082"
183,2,2,100,20230711,11/7/2023,"0,022","0,000","0,037","0,001","0,067","0,004","0,048","0,002","0,090","0,003","0,191","0,011","0,255","0,009","0,225","0,039","0,254","0,006","0,648","0,051"
183,2,2,200,20230711,11/7/2023,"0,022","0,000","0,039","0,003","0,071","0,005","0,053","0,005","0,094","0,004","0,198","0,009","0,260","0,007","0,248","0,031","0,259","0,005","0,647","0,045"
183,2,2,100,20230718,18/7/2023,"0,019","0,004","0,035","0,003","0,066","0,004","0,039","0,004","0,092","0,006","0,235","0,012","0,329","0,015","0,330","0,026","0,327","0,014","0,787","0,023"
183,2,2,200,20230718,18/7/2023,"0,013","0,003","0,031","0,003","0,061","0,004","0,037","0,003","0,087","0,005","0,222","0,011","0,316","0,014","0,296","0,024","0,315","0,012","0,777","0,024"
183,2,2,100,20230808,8/8/2023,"0,024","0,002","0,020","0,002","0,053","0,005","0,025","0,002","0,098","0,001","0,307","0,026","0,398","0,026","0,419","0,035","0,415","0,026","0,888","0,012"
183,2,2,200,20230808,8/8/2023,"0,025","0,001","0,021","0,003","0,055","0,007","0,025","0,002","0,099","0,001","0,325","0,033","0,425","0,033","0,460","0,042","0,449","0,033","0,896","0,013"
183,2,2,100,20230825,25/8/2023,"0,034","0,005","0,032","0,012","0,066","0,016","0,040","0,008","0,109","0,006","0,236","0,029","0,289","0,035","0,285","0,043","0,303","0,027","0,755","0,053"
183,2,2,200,20230825,25/8/2023,"0,032","0,003","0,027","0,007","0,057","0,009","0,034","0,004","0,105","0,004","0,215","0,016","0,265","0,020","0,255","0,024","0,282","0,015","0,763","0,033"
183,2,2,100,20230907,7/9/2023,"0,047","0,001","0,056","0,009","0,099","0,015","0,080","0,012","0,166","0,017","0,311","0,018","0,376","0,018","0,392","0,019","0,476","0,029","0,662","0,045"
183,2,2,200,20230907,7/9/2023,"0,046","0,000","0,050","0,007","0,088","0,011","0,076","0,010","0,155","0,014","0,279","0,016","0,335","0,017","0,342","0,019","0,402","0,028","0,637","0,043"
183,2,2,100,20230918,18/9/2023,"0,025","0,001","0,061","0,006","0,103","0,007","0,114","0,014","0,179","0,010","0,285","0,022","0,346","0,030","0,408","0,051","0,362","0,020","0,564","0,060"
183,2,2,200,20230918,18/9/2023,"0,025","0,001","0,061","0,005","0,102","0,007","0,117","0,012","0,177","0,008","0,270","0,021","0,320","0,027","0,377","0,046","0,344","0,018","0,526","0,056"
137,3,1,100,20230711,11/7/2023,"0,022","0,000","0,038","0,003","0,067","0,004","0,050","0,004","0,092","0,003","0,181","0,006","0,245","0,005","0,182","0,020","0,249","0,003","0,566","0,047"
137,3,1,200,20230711,11/7/2023,"0,022","0,000","0,040","0,002","0,071","0,004","0,056","0,005","0,094","0,003","0,192","0,009","0,254","0,007","0,220","0,028","0,255","0,004","0,596","0,050"
137,3,1,100,20230718,18/7/2023,"0,012","0,004","0,030","0,003","0,059","0,004","0,035","0,002","0,083","0,005","0,211","0,013","0,299","0,017","0,272","0,030","0,299","0,014","0,769","0,026"
137,3,1,200,20230718,18/7/2023,"0,009","0,003","0,029","0,003","0,058","0,004","0,036","0,003","0,082","0,004","0,197","0,020","0,283","0,027","0,237","0,048","0,285","0,023","0,736","0,049"
137,3,1,100,20230808,8/8/2023,"0,022","0,001","0,017","0,003","0,050","0,008","0,024","0,003","0,098","0,001","0,294","0,036","0,388","0,033","0,404","0,041","0,401","0,032","0,889","0,017"
137,3,1,200,20230808,8/8/2023,"0,024","0,003","0,018","0,003","0,048","0,007","0,023","0,004","0,098","0,001","0,322","0,039","0,449","0,040","0,486","0,044","0,470","0,036","0,910","0,016"
137,3,1,100,20230825,25/8/2023,"0,027","0,002","0,018","0,005","0,050","0,009","0,032","0,004","0,103","0,004","0,212","0,018","0,261","0,021","0,249","0,025","0,279","0,017","0,775","0,030"
137,3,1,200,20230825,25/8/2023,"0,028","0,003","0,020","0,009","0,053","0,019","0,032","0,010","0,107","0,008","0,215","0,037","0,279","0,052","0,273","0,059","0,287","0,041","0,790","0,074"
137,3,1,100,20230907,7/9/2023,"0,046","0,000","0,052","0,009","0,092","0,016","0,079","0,014","0,158","0,019","0,295","0,022","0,352","0,025","0,359","0,024","0,431","0,036","0,638","0,054"
137,3,1,200,20230907,7/9/2023,"0,045","0,001","0,044","0,008","0,079","0,012","0,069","0,012","0,145","0,015","0,274","0,013","0,334","0,014","0,336","0,016","0,393","0,023","0,661","0,051"
137,3,1,100,20230918,18/9/2023,"0,027","0,001","0,056","0,007","0,097","0,008","0,107","0,017","0,170","0,011","0,262","0,018","0,314","0,026","0,354","0,040","0,337","0,017","0,535","0,068"
137,3,1,200,20230918,18/9/2023,"0,026","0,001","0,057","0,006","0,097","0,007","0,112","0,014","0,170","0,010","0,252","0,018","0,300","0,024","0,339","0,038","0,328","0,016","0,505","0,064"
1176,4,4,100,20230711,11/7/2023,"0,022","0,000","0,041","0,003","0,072","0,004","0,055","0,005","0,094","0,003","0,184","0,009","0,248","0,007","0,189","0,030","0,249","0,004","0,548","0,063"
1176,4,4,200,20230711,11/7/2023,"0,023","0,001","0,045","0,005","0,078","0,006","0,062","0,009","0,098","0,005","0,183","0,008","0,246","0,006","0,183","0,027","0,249","0,004","0,494","0,077"
1176,4,4,100,20230718,18/7/2023,"0,017","0,003","0,035","0,003","0,067","0,004","0,046","0,005","0,095","0,006","0,212","0,013","0,295","0,014","0,264","0,024","0,295","0,013","0,702","0,036"
1176,4,4,200,20230718,18/7/2023,"0,013","0,004","0,032","0,003","0,063","0,005","0,042","0,005","0,088","0,006","0,197","0,020","0,280","0,024","0,233","0,044","0,280","0,021","0,694","0,057"
1176,4,4,100,20230808,8/8/2023,"0,024","0,001","0,019","0,001","0,046","0,004","0,027","0,001","0,097","0,000","0,217","0,036","0,291","0,042","0,268","0,055","0,297","0,044","0,820","0,034"
1176,4,4,200,20230808,8/8/2023,"0,026","0,002","0,022","0,003","0,055","0,006","0,029","0,006","0,099","0,001","0,300","0,033","0,397","0,037","0,418","0,048","0,412","0,039","0,869","0,028"
1176,4,4,100,20230825,25/8/2023,"0,037","0,004","0,043","0,012","0,098","0,024","0,051","0,011","0,125","0,010","0,388","0,043","0,481","0,021","0,517","0,015","0,433","0,010","0,819","0,034"
1176,4,4,200,20230825,25/8/2023,"0,031","0,003","0,024","0,007","0,057","0,012","0,032","0,005","0,105","0,005","0,239","0,034","0,303","0,050","0,293","0,069","0,308","0,044","0,805","0,051"
1176,4,4,100,20230907,7/9/2023,"0,045","0,001","0,046","0,008","0,083","0,015","0,067","0,011","0,141","0,016","0,278","0,019","0,345","0,023","0,348","0,026","0,409","0,039","0,677","0,050"
1176,4,4,200,20230907,7/9/2023,"0,046","0,001","0,046","0,006","0,086","0,011","0,068","0,011","0,146","0,014","0,295","0,018","0,363","0,021","0,369","0,024","0,439","0,035","0,690","0,045"
1176,4,4,100,20230918,18/9/2023,"0,026","0,001","0,059","0,005","0,101","0,006","0,112","0,011","0,174","0,008","0,284","0,017","0,347","0,022","0,400","0,037","0,358","0,014","0,563","0,046"
1176,4,4,200,20230918,18/9/2023,"0,026","0,001","0,057","0,006","0,099","0,007","0,110","0,014","0,172","0,009","0,271","0,021","0,329","0,030","0,377","0,049","0,343","0,021","0,549","0,065"
130,5,1,100,20230711,11/7/2023,"0,022","0,000","0,035","0,001","0,065","0,004","0,047","0,001","0,089","0,003","0,184","0,011","0,249","0,008","0,198","0,035","0,251","0,005","0,617","0,055"
130,5,1,200,20230711,11/7/2023,"0,022","0,000","0,040","0,002","0,071","0,004","0,054","0,004","0,094","0,003","0,198","0,014","0,259","0,011","0,245","0,049","0,259","0,007","0,636","0,063"
130,5,1,100,20230718,18/7/2023,"0,014","0,004","0,033","0,004","0,066","0,006","0,039","0,004","0,091","0,007","0,225","0,012","0,315","0,015","0,302","0,027","0,314","0,013","0,773","0,026"
130,5,1,200,20230718,18/7/2023,"0,010","0,003","0,030","0,003","0,063","0,004","0,037","0,002","0,090","0,006","0,211","0,025","0,299","0,030","0,269","0,054","0,299","0,028","0,760","0,045"
130,5,1,100,20230808,8/8/2023,"0,023","0,001","0,019","0,002","0,054","0,005","0,025","0,002","0,099","0,001","0,307","0,032","0,387","0,033","0,404","0,042","0,400","0,032","0,883","0,014"
130,5,1,200,20230808,8/8/2023,"0,022","0,001","0,017","0,001","0,051","0,004","0,022","0,001","0,098","0,001","0,309","0,026","0,405","0,027","0,431","0,036","0,426","0,029","0,903","0,010"
130,5,1,100,20230825,25/8/2023,"0,032","0,002","0,034","0,007","0,080","0,014","0,041","0,005","0,116","0,006","0,294","0,032","0,371","0,041","0,385","0,051","0,366","0,034","0,807","0,032"
130,5,1,200,20230825,25/8/2023,"0,033","0,003","0,035","0,011","0,090","0,022","0,046","0,012","0,123","0,011","0,350","0,047","0,444","0,041","0,468","0,042","0,411","0,027","0,822","0,043"
130,5,1,100,20230907,7/9/2023,"0,046","0,000","0,049","0,009","0,096","0,017","0,069","0,012","0,162","0,021","0,309","0,022","0,366","0,022","0,374","0,025","0,453","0,037","0,687","0,050"
130,5,1,200,20230907,7/9/2023,"0,045","0,000","0,042","0,007","0,079","0,013","0,060","0,009","0,141","0,015","0,271","0,016","0,326","0,019","0,328","0,021","0,378","0,032","0,689","0,042"
130,5,1,100,20230918,18/9/2023,"0,026","0,001","0,062","0,005","0,109","0,007","0,120","0,012","0,185","0,009","0,280","0,018","0,328","0,023","0,372","0,037","0,345","0,015","0,512","0,051"
130,5,1,200,20230918,18/9/2023,"0,027","0,001","0,052","0,006","0,094","0,008","0,099","0,013","0,164","0,010","0,240","0,023","0,280","0,030","0,297","0,051","0,310","0,021","0,502","0,081"
121,6,1,100,20230711,11/7/2023,"0,022","0,000","0,036","0,001","0,063","0,003","0,047","0,002","0,088","0,002","0,182","0,010","0,248","0,008","0,193","0,036","0,251","0,005","0,608","0,059"
121,6,1,200,20230711,11/7/2023,"0,022","0,000","0,037","0,002","0,066","0,004","0,048","0,003","0,090","0,003","0,197","0,008","0,261","0,006","0,247","0,027","0,259","0,004","0,673","0,035"
121,6,1,100,20230718,18/7/2023,"0,011","0,003","0,029","0,002","0,057","0,003","0,034","0,002","0,080","0,004","0,215","0,010","0,310","0,014","0,292","0,024","0,309","0,012","0,792","0,018"
121,6,1,200,20230718,18/7/2023,"0,008","0,004","0,028","0,003","0,057","0,004","0,033","0,003","0,081","0,005","0,216","0,011","0,314","0,013","0,296","0,022","0,314","0,012","0,797","0,020"
121,6,1,100,20230808,8/8/2023,"0,022","0,001","0,017","0,002","0,048","0,005","0,024","0,002","0,098","0,001","0,257","0,031","0,341","0,034","0,345","0,043","0,357","0,033","0,871","0,017"
121,6,1,200,20230808,8/8/2023,"0,021","0,001","0,014","0,001","0,043","0,005","0,019","0,001","0,097","0,000","0,262","0,027","0,364","0,029","0,373","0,035","0,387","0,029","0,902","0,011"
121,6,1,100,20230825,25/8/2023,"0,028","0,002","0,021","0,005","0,055","0,009","0,033","0,004","0,106","0,004","0,221","0,022","0,272","0,028","0,260","0,033","0,286","0,022","0,772","0,035"
121,6,1,200,20230825,25/8/2023,"0,031","0,005","0,029","0,014","0,072","0,025","0,042","0,013","0,113","0,011","0,282","0,055","0,376","0,066","0,393","0,076","0,365","0,049","0,806","0,065"
121,6,1,100,20230907,7/9/2023,"0,045","0,001","0,045","0,009","0,079","0,014","0,079","0,016","0,147","0,019","0,268","0,023","0,324","0,025","0,329","0,028","0,382","0,043","0,613","0,070"
121,6,1,200,20230907,7/9/2023,"0,045","0,001","0,040","0,008","0,068","0,013","0,068","0,012","0,134","0,015","0,246","0,017","0,297","0,019","0,295","0,021","0,332","0,032","0,628","0,059"
121,6,1,100,20230918,18/9/2023,"0,027","0,001","0,054","0,007","0,093","0,007","0,105","0,015","0,166","0,010","0,247","0,018","0,292","0,025","0,316","0,041","0,321","0,016","0,500","0,072"
121,6,1,200,20230918,18/9/2023,"0,027","0,001","0,057","0,006","0,095","0,007","0,116","0,015","0,168","0,010","0,234","0,017","0,274","0,023","0,295","0,041","0,308","0,016","0,437","0,076"
139,7,1,100,20230711,11/7/2023,"0,022","0,000","0,037","0,002","0,066","0,004","0,049","0,004","0,091","0,003","0,180","0,007","0,246","0,005","0,180","0,024","0,249","0,003","0,573","0,051"
139,7,1,200,20230711,11/7/2023,"0,023","0,000","0,043","0,003","0,074","0,004","0,061","0,004","0,097","0,003","0,186","0,006","0,249","0,004","0,196","0,018","0,252","0,003","0,523","0,040"
139,7,1,100,20230718,18/7/2023,"0,016","0,004","0,034","0,003","0,064","0,004","0,041","0,003","0,089","0,004","0,211","0,009","0,297","0,012","0,266","0,022","0,297","0,010","0,732","0,024"
139,7,1,200,20230718,18/7/2023,"0,011","0,003","0,032","0,003","0,062","0,003","0,041","0,002","0,088","0,004","0,197","0,016","0,281","0,018","0,233","0,032","0,283","0,017","0,702","0,037"
139,7,1,100,20230808,8/8/2023,"0,024","0,002","0,020","0,003","0,056","0,007","0,027","0,003","0,099","0,001","0,296","0,026","0,366","0,025","0,374","0,030","0,379","0,023","0,867","0,017"
139,7,1,200,20230808,8/8/2023,"0,024","0,002","0,019","0,003","0,052","0,006","0,024","0,003","0,099","0,001","0,296","0,037","0,383","0,038","0,401","0,049","0,404","0,041","0,888","0,019"
139,7,1,100,20230825,25/8/2023,"0,030","0,002","0,027","0,006","0,064","0,011","0,036","0,004","0,108","0,004","0,235","0,019","0,287","0,021","0,279","0,026","0,298","0,017","0,774","0,029"
139,7,1,200,20230825,25/8/2023,"0,033","0,002","0,034","0,007","0,082","0,015","0,043","0,006","0,116","0,006","0,312","0,047","0,385","0,054","0,407","0,063","0,381","0,037","0,811","0,035"
139,7,1,100,20230907,7/9/2023,"0,046","0,000","0,049","0,009","0,093","0,018","0,071","0,011","0,156","0,020","0,290","0,024","0,339","0,026","0,341","0,028","0,404","0,041","0,654","0,052"
139,7,1,200,20230907,7/9/2023,"0,045","0,000","0,046","0,007","0,086","0,010","0,069","0,010","0,148","0,012","0,270","0,014","0,320","0,015","0,318","0,016","0,366","0,024","0,644","0,043"
139,7,1,100,20230918,18/9/2023,"0,027","0,001","0,054","0,005","0,099","0,008","0,098","0,011","0,170","0,010","0,262","0,027","0,310","0,037","0,339","0,063","0,330","0,026","0,551","0,075"
139,7,1,200,20230918,18/9/2023,"0,026","0,001","0,057","0,006","0,101","0,008","0,107","0,013","0,172","0,011","0,256","0,026","0,297","0,034","0,327","0,059","0,324","0,024","0,509","0,081"
1198,8,4,100,20230711,11/7/2023,"0,022","0,000","0,038","0,001","0,069","0,004","0,051","0,002","0,092","0,002","0,192","0,010","0,255","0,008","0,223","0,036","0,254","0,005","0,627","0,051"
1198,8,4,200,20230711,11/7/2023,"0,024","0,000","0,048","0,004","0,089","0,010","0,064","0,004","0,106","0,004","0,197","0,007","0,253","0,006","0,215","0,029","0,254","0,002","0,541","0,053"
1198,8,4,100,20230718,18/7/2023,"0,014","0,005","0,032","0,004","0,066","0,007","0,037","0,003","0,094","0,008","0,238","0,012","0,329","0,014","0,330","0,022","0,327","0,012","0,798","0,020"
1198,8,4,200,20230718,18/7/2023,"0,009","0,004","0,030","0,004","0,061","0,006","0,040","0,005","0,087","0,008","0,194","0,024","0,276","0,029","0,226","0,050","0,277","0,024","0,698","0,065"
1198,8,4,100,20230808,8/8/2023,"0,022","0,001","0,016","0,002","0,047","0,006","0,022","0,002","0,098","0,001","0,269","0,035","0,358","0,034","0,359","0,044","0,371","0,034","0,886","0,016"
1198,8,4,200,20230808,8/8/2023,"0,025","0,002","0,021","0,003","0,060","0,008","0,026","0,003","0,099","0,001","0,326","0,047","0,410","0,055","0,442","0,072","0,433","0,058","0,888","0,022"
1198,8,4,100,20230825,25/8/2023,"0,034","0,005","0,035","0,016","0,084","0,035","0,045","0,015","0,120","0,016","0,311","0,063","0,400","0,053","0,423","0,058","0,382","0,031","0,807","0,062"
1198,8,4,200,20230825,25/8/2023,"0,028","0,003","0,019","0,007","0,051","0,012","0,029","0,004","0,103","0,004","0,229","0,032","0,300","0,047","0,296","0,060","0,307","0,038","0,821","0,041"
1198,8,4,100,20230907,7/9/2023,"0,046","0,001","0,049","0,009","0,085","0,015","0,069","0,012","0,146","0,016","0,282","0,019","0,343","0,020","0,352","0,021","0,417","0,032","0,670","0,050"
1198,8,4,200,20230907,7/9/2023,"0,045","0,000","0,035","0,006","0,071","0,012","0,048","0,007","0,128","0,013","0,285","0,017","0,357","0,020","0,366","0,022","0,433","0,032","0,770","0,031"
1198,8,4,100,20230918,18/9/2023,"0,027","0,001","0,055","0,005","0,095","0,006","0,101","0,012","0,167","0,008","0,254","0,017","0,300","0,022","0,324","0,037","0,328","0,014","0,524","0,059"
1198,8,4,200,20230918,18/9/2023,"0,027","0,001","0,052","0,005","0,095","0,005","0,090","0,010","0,165","0,007","0,270","0,013","0,331","0,017","0,383","0,027","0,347","0,012","0,618","0,039"
1142,9,3,100,20230711,11/7/2023,"0,022","0,000","0,039","0,002","0,070","0,004","0,053","0,003","0,093","0,003","0,185","0,011","0,249","0,009","0,193","0,039","0,250","0,006","0,568","0,071"
1142,9,3,200,20230711,11/7/2023,"0,022","0,001","0,036","0,001","0,068","0,003","0,048","0,002","0,094","0,003","0,197","0,010","0,258","0,008","0,236","0,041","0,258","0,005","0,660","0,051"
1142,9,3,100,20230718,18/7/2023,"0,016","0,005","0,033","0,004","0,066","0,005","0,041","0,004","0,094","0,006","0,224","0,009","0,312","0,011","0,296","0,016","0,312","0,009","0,758","0,022"
1142,9,3,200,20230718,18/7/2023,"0,007","0,003","0,028","0,003","0,059","0,004","0,036","0,003","0,086","0,005","0,207","0,017","0,296","0,019","0,263","0,034","0,298","0,018","0,759","0,032"
1142,9,3,100,20230808,8/8/2023,"0,021","0,001","0,016","0,002","0,044","0,006","0,022","0,002","0,098","0,001","0,242","0,030","0,325","0,030","0,319","0,036","0,344","0,030","0,870","0,016"
1142,9,3,200,20230808,8/8/2023,"0,023","0,001","0,017","0,002","0,047","0,005","0,024","0,002","0,098","0,001","0,271","0,031","0,362","0,032","0,386","0,039","0,394","0,034","0,884","0,014"
1142,9,3,100,20230825,25/8/2023,"0,034","0,005","0,036","0,013","0,076","0,021","0,048","0,009","0,116","0,009","0,265","0,045","0,331","0,059","0,342","0,073","0,343","0,047","0,755","0,061"
1142,9,3,200,20230825,25/8/2023,"0,035","0,005","0,039","0,015","0,080","0,024","0,047","0,011","0,116","0,010","0,270","0,047","0,343","0,060","0,355","0,075","0,349","0,048","0,767","0,066"
1142,9,3,100,20230907,7/9/2023,"0,046","0,001","0,048","0,011","0,082","0,019","0,077","0,018","0,148","0,023","0,265","0,023","0,322","0,024","0,331","0,028","0,388","0,043","0,621","0,074"
1142,9,3,200,20230907,7/9/2023,"0,045","0,001","0,041","0,008","0,070","0,012","0,067","0,013","0,135","0,016","0,247","0,017","0,303","0,020","0,306","0,023","0,348","0,034","0,641","0,060"
1142,9,3,100,20230918,18/9/2023,"0,027","0,001","0,052","0,006","0,090","0,007","0,097","0,014","0,161","0,010","0,243","0,021","0,294","0,027","0,317","0,047","0,326","0,020","0,531","0,075"
1142,9,3,200,20230918,18/9/2023,"0,027","0,001","0,051","0,007","0,090","0,008","0,096","0,016","0,161","0,012","0,242","0,023","0,293","0,032","0,324","0,057","0,325","0,023","0,543","0,084"
164,10,2,100,20230711,11/7/2023,"0,022","0,000","0,037","0,001","0,068","0,004","0,049","0,002","0,090","0,003","0,189","0,010","0,253","0,007","0,212","0,032","0,253","0,005","0,627","0,048"
164,10,2,200,20230711,11/7/2023,"0,023","0,000","0,041","0,002","0,074","0,004","0,056","0,004","0,096","0,003","0,201","0,009","0,261","0,007","0,254","0,029","0,260","0,004","0,636","0,040"
164,10,2,100,20230718,18/7/2023,"0,016","0,003","0,034","0,003","0,068","0,004","0,041","0,002","0,093","0,005","0,230","0,008","0,321","0,009","0,312","0,015","0,319","0,008","0,769","0,014"
164,10,2,200,20230718,18/7/2023,"0,009","0,004","0,030","0,003","0,062","0,004","0,038","0,002","0,088","0,006","0,221","0,012","0,311","0,013","0,286","0,021","0,308","0,012","0,764","0,019"
164,10,2,100,20230808,8/8/2023,"0,023","0,001","0,019","0,001","0,050","0,003","0,025","0,001","0,098","0,000","0,261","0,017","0,342","0,019","0,341","0,021","0,351","0,017","0,862","0,010"
164,10,2,200,20230808,8/8/2023,"0,024","0,002","0,021","0,003","0,055","0,009","0,026","0,003","0,099","0,001","0,302","0,043","0,397","0,045","0,419","0,061","0,415","0,044","0,884","0,020"
164,10,2,100,20230825,25/8/2023,"0,033","0,003","0,033","0,009","0,075","0,015","0,041","0,006","0,113","0,006","0,274","0,030","0,342","0,036","0,348","0,044","0,346","0,029","0,791","0,035"
164,10,2,200,20230825,25/8/2023,"0,032","0,003","0,033","0,011","0,079","0,021","0,039","0,008","0,113","0,008","0,291","0,041","0,359","0,045","0,360","0,053","0,350","0,033","0,805","0,045"
164,10,2,100,20230907,7/9/2023,"0,046","0,001","0,048","0,009","0,088","0,018","0,065","0,011","0,145","0,018","0,291","0,019","0,353","0,019","0,357","0,020","0,423","0,031","0,693","0,048"
164,10,2,200,20230907,7/9/2023,"0,046","0,000","0,045","0,007","0,082","0,011","0,063","0,008","0,138","0,013","0,268","0,014","0,328","0,015","0,327","0,017","0,376","0,024","0,677","0,037"
164,10,2,100,20230918,18/9/2023,"0,027","0,001","0,051","0,006","0,094","0,007","0,089","0,011","0,162","0,009","0,271","0,023","0,335","0,032","0,383","0,053","0,348","0,022","0,624","0,057"
164,10,2,200,20230918,18/9/2023,"0,027","0,001","0,053","0,006","0,095","0,007","0,096","0,014","0,165","0,010","0,265","0,015","0,322","0,019","0,368","0,030","0,342","0,012","0,587","0,053"
1127,11,3,100,20230711,11/7/2023,"0,022","0,000","0,037","0,002","0,065","0,005","0,050","0,002","0,090","0,003","0,173","0,009","0,241","0,007","0,156","0,030","0,245","0,005","0,516","0,073"
1127,11,3,200,20230711,11/7/2023,"0,022","0,000","0,036","0,001","0,069","0,004","0,047","0,002","0,093","0,003","0,193","0,011","0,254","0,008","0,218","0,037","0,255","0,006","0,644","0,051"
1127,11,3,100,20230718,18/7/2023,"0,015","0,003","0,034","0,003","0,064","0,004","0,042","0,005","0,089","0,004","0,209","0,017","0,295","0,021","0,262","0,038","0,297","0,018","0,724","0,046"
1127,11,3,200,20230718,18/7/2023,"0,010","0,003","0,030","0,003","0,061","0,004","0,037","0,002","0,087","0,005","0,204","0,021","0,291","0,025","0,250","0,044","0,292","0,023","0,742","0,041"
1127,11,3,100,20230808,8/8/2023,"0,023","0,001","0,018","0,002","0,051","0,004","0,024","0,002","0,098","0,000","0,283","0,021","0,366","0,023","0,369","0,032","0,376","0,024","0,880","0,013"
1127,11,3,200,20230808,8/8/2023,"0,022","0,001","0,017","0,002","0,050","0,004","0,022","0,001","0,098","0,000","0,287","0,023","0,383","0,026","0,403","0,033","0,402","0,027","0,897","0,010"
1127,11,3,100,20230825,25/8/2023,"0,031","0,002","0,027","0,006","0,066","0,011","0,037","0,004","0,109","0,004","0,247","0,021","0,311","0,026","0,309","0,031","0,319","0,020","0,784","0,029"
1127,11,3,200,20230825,25/8/2023,"0,031","0,002","0,026","0,006","0,063","0,010","0,033","0,004","0,107","0,004","0,239","0,018","0,304","0,023","0,298","0,028","0,310","0,019","0,799","0,026"
1127,11,3,100,20230907,7/9/2023,"0,046","0,000","0,048","0,006","0,096","0,013","0,070","0,011","0,154","0,014","0,298","0,016","0,365","0,020","0,380","0,022","0,450","0,033","0,688","0,043"
1127,11,3,200,20230907,7/9/2023,"0,045","0,000","0,044","0,006","0,084","0,009","0,068","0,008","0,144","0,010","0,272","0,011","0,331","0,012","0,336","0,013","0,387","0,018","0,665","0,033"
1127,11,3,100,20230918,18/9/2023,"0,027","0,001","0,052","0,005","0,097","0,007","0,094","0,011","0,168","0,010","0,282","0,024","0,347","0,034","0,406","0,056","0,359","0,023","0,624","0,056"
1127,11,3,200,20230918,18/9/2023,"0,027","0,001","0,052","0,005","0,095","0,007","0,094","0,011","0,166","0,010","0,269","0,022","0,327","0,027","0,380","0,045","0,343","0,018","0,602","0,053"
1206,12,4,100,20230711,11/7/2023,"0,023","0,000","0,042","0,003","0,073","0,004","0,059","0,005","0,095","0,003","0,181","0,007","0,245","0,005","0,174","0,022","0,247","0,003","0,496","0,056"
1206,12,4,200,20230711,11/7/2023,"0,023","0,000","0,044","0,004","0,080","0,007","0,059","0,005","0,104","0,004","0,196","0,006","0,254","0,004","0,223","0,023","0,256","0,002","0,580","0,044"
1206,12,4,100,20230718,18/7/2023,"0,015","0,002","0,033","0,002","0,067","0,004","0,040","0,003","0,093","0,005","0,218","0,010","0,303","0,011","0,279","0,018","0,303","0,009","0,749","0,020"
1206,12,4,200,20230718,18/7/2023,"0,010","0,003","0,030","0,002","0,063","0,004","0,038","0,002","0,090","0,005","0,216","0,014","0,302","0,016","0,273","0,028","0,302","0,014","0,756","0,025"
