codigo,clase,nitrogeno,B1_mean,B1_std,B1_count,B2_mean,B2_std,B2_count,B3_mean,B3_std,B3_count,B4_mean,B4_std,B4_count,B5_mean,B5_std,B5_count,B6_mean,B6_std,B6_count,B7_mean,B7_std,B7_count,B8_mean,B8_std,B8_count,B9_mean,B9_std,B9_count,NDVI,date
102,Copsemar7,100 kg N/ha,0.053307588605584724,0.0004302572992584283,741,0.051910637200441756,0.001694722247598607,741,0.08460440487675017,0.004656777764020616,741,0.061045539845660954,0.0017018954357905475,741,0.12910140188116775,0.003188811235324478,741,0.22187436576153424,0.015693358792203037,741,0.25827561763294954,0.01835113345040523,741,0.28004597652296304,0.02632959747113221,741,0.2613267576807102,0.018911544948823016,741,0.6420577064151434,2024-06-26
101,Ricastello,100 kg N/ha,0.05377483927806996,0.0005218818970193288,511,0.05409053347115414,0.0020067615908738587,511,0.08783041101145884,0.005699055895637766,511,0.06443904570637383,0.0022188862998128033,511,0.13196194941750244,0.003945531616942812,511,0.21487280440657106,0.01877339358981134,511,0.2441525393969392,0.021809379727199672,511,0.2614628442812806,0.03196765712004665,511,0.2455356247037824,0.022566827102386614,511,0.6045494200183076,2024-06-26
414,Ricastello,100 kg N/ha,0.0528000000984438,0.0005725578504350388,620,0.051534037436208414,0.0018922958643234106,620,0.08152062200730847,0.005157535186813422,620,0.0608384040094191,0.002024566390925894,620,0.12793805522303428,0.0039032566273086615,620,0.2050292476530998,0.014620313395126872,620,0.23496664724042338,0.01766468545211381,620,0.23705894716324344,0.02018079328734485,620,0.22416810066469253,0.019839516546996627,620,0.5915478686203094,2024-06-26
413,Jsendra,100 kg N/ha,0.05256185597386853,0.0003970832089193937,725,0.050561191953461745,0.0011695025579636722,725,0.07454915013806573,0.003151205940612619,725,0.060506086678340516,0.0011651428194108028,725,0.12528470795730065,0.002227579877227583,725,0.1908026754445043,0.010394947923235887,725,0.21849095837823276,0.012963540215397692,725,0.21759715113146552,0.015310446351352387,725,0.20678997171336208,0.0160622223588433,725,0.5648660033241293,2024-06-26
412,Copsemar7,100 kg N/ha,0.05262755002084022,0.00043145222538564144,567,0.050315332160424935,0.0013153603949905602,567,0.07475738256276179,0.005176633218632912,567,0.06078422721311108,0.0012502172992990698,567,0.1268866268205054,0.0026366387195398784,567,0.1971252010823137,0.013134997597147813,567,0.22402434710682595,0.016067764999386367,567,0.22564819712697723,0.019557012825823027,567,0.2211269937074584,0.016645769943001553,567,0.5755771899556982,2024-06-26
411,Gavina,100 kg N/ha,0.05263591738913557,0.0003270637626640475,695,0.04979330378470661,0.001287646057742901,695,0.08118404690310252,0.0036709484285782283,695,0.0597869873046875,0.001166859461973787,695,0.12734166426624324,0.002404577070756777,695,0.2072423043010904,0.01044451513573446,695,0.23872520391889612,0.010882901847032124,695,0.2495449148493705,0.016009910952319725,695,0.24583375779844874,0.012321749526559327,695,0.6134444143112565,2024-06-26
410,Magic1,100 kg N/ha,0.05308082361390914,0.0003766519223463198,731,0.05065584508893265,0.001644443575772933,731,0.08101108201388295,0.00388602688842483,731,0.05997686216508315,0.001279913948184619,731,0.12748342532302712,0.002390093670611416,731,0.20687223296158944,0.013712855910582834,731,0.2363537580957165,0.015617455172725047,731,0.24472897551780523,0.022529832074137616,731,0.2448594371205968,0.017317290274370064,731,0.6063294184241923,2024-06-26
409,Magic2,100 kg N/ha,0.05244117608949459,0.0004037026815774358,895,0.04934615662644029,0.0018127386543728707,895,0.0790716245853701,0.005010483783518918,895,0.05875811869871683,0.0014775639316281291,895,0.1264621414951772,0.0033443946461960278,895,0.20865062521822625,0.01590072793989941,895,0.23742096117754888,0.01844367477635298,895,0.24614274861426327,0.02792484056188472,895,0.24730069464145427,0.016746187680150838,895,0.6145755883442486,2024-06-26
408,Magic8,100 kg N/ha,0.05223225544880818,0.000263185552356629,666,0.0490754903615774,0.001393766119574551,666,0.0802211016864032,0.004589962505108009,666,0.05935571573160074,0.0013649580028783994,666,0.12856085379202445,0.0033398063865760054,666,0.20545274430925065,0.012804963202460143,666,0.22937206463054852,0.01271682051151272,666,0.23517285596143017,0.01902111476650877,666,0.23610985100090326,0.012106276120212943,666,0.596944259835928,2024-06-26
314,Copsemar7,100 kg N/ha,0.05269210918529613,0.00035822156875229514,740,0.05004702903128959,0.001630117809015291,740,0.08005764935467695,0.004870289394324371,740,0.05920218390387458,0.0012653341066684366,740,0.1277381381473026,0.003182154043804597,740,0.2148193565574852,0.016267183084824655,740,0.24269192669842693,0.01856799678022357,740,0.2532774641707137,0.026651354340222675,740,0.2510330406395165,0.018594700827364797,740,0.6210813454977833,2024-06-26
313,Magic4,100 kg N/ha,0.05281180169384552,0.0002639593769593307,687,0.05051510962162823,0.0012561159606556713,687,0.0804279332945267,0.0043834933850566,687,0.06073165738079399,0.0013666143276166406,687,0.12844151215088245,0.0028484047927167513,687,0.20690391573843478,0.014228109039119976,687,0.23242502892728803,0.015184822222426625,687,0.2388995530129867,0.02298188098934861,687,0.23562142317992632,0.015204395558171881,687,0.594623955889112,2024-06-26
312,Magic6,100 kg N/ha,0.05317948149632217,0.0004924129087414089,761,0.05190205918661712,0.0014795125113261022,761,0.08159759762096029,0.0038249264567765074,761,0.06177269112264906,0.00133607058102979,761,0.12779742126865865,0.002688024217918685,761,0.20234918782338207,0.014687083001759395,761,0.23152286965649638,0.018458491343526548,761,0.23388713982039464,0.021988413844763445,761,0.22763484598929246,0.018975415934551043,761,0.5821367351417511,2024-06-26
311,Magic2,100 kg N/ha,0.052885420400284315,0.00048352618389246237,643,0.05102943669581673,0.0016345385597878537,643,0.08008485263094746,0.0037477940345635495,643,0.061092762331569544,0.0014836275333623774,643,0.12605439893565318,0.00267396652255736,643,0.20444840925106922,0.012507118077290583,643,0.23793888833622912,0.015795205779086934,643,0.23969421861331164,0.01746353422941695,643,0.23008317487606922,0.013523209842481676,643,0.5937805410350209,2024-06-26
310,Gavina,100 kg N/ha,0.053207486501782766,0.00038606922468468037,814,0.05184052675889224,0.001194699055482653,814,0.08059557415636517,0.0027192167049211366,814,0.06218448142161826,0.0012607700530363807,814,0.12674804987427057,0.002034209934263465,814,0.20179152430128994,0.011269615674563268,814,0.23398151444568682,0.014496759250813342,814,0.23400174077664312,0.017037044378678298,814,0.2237267271599547,0.01708498582381853,814,0.5800987570583674,2024-06-26
309,Magic5,100 kg N/ha,0.0533442777745864,0.0004393515945586765,748,0.05187986241304938,0.0011184969188468277,748,0.08097537443599599,0.002931572963895479,748,0.06272643900172596,0.001449842548659627,748,0.12774816298867292,0.0020750983339441424,748,0.20300990629961146,0.01244540064433595,748,0.23321494444168825,0.016321019955337118,748,0.2327222569103547,0.01726485213236903,748,0.2257570072928852,0.016602320724878196,748,0.5753818522834703,2024-06-26
308,Magic3,100 kg N/ha,0.054101590540653714,0.0006351227203646326,653,0.0535137416027589,0.001585802332349317,653,0.08354837788557021,0.003656895674766827,653,0.0644597963388627,0.0016907122729234146,653,0.1298758023365716,0.0024596125317802773,653,0.20578241275244066,0.01568817895467404,653,0.23528206841321306,0.019396489750778137,653,0.23299177791951808,0.020874146696401318,653,0.22569305279718607,0.01844701804643268,653,0.5665862821565045,2024-06-26
214,Magic3,100 kg N/ha,0.05426320623844228,0.0007131780072077515,752,0.05408113053504457,0.0017641362233618324,752,0.08458199399582883,0.004190163809363328,752,0.06517020184943016,0.0017081300245339185,752,0.13133950943642475,0.002717465792605123,752,0.20978629335444024,0.016928601650501075,752,0.23938288587204953,0.021679144319249968,752,0.2377577842550075,0.02336538969960395,752,0.2274258390386054,0.019800713066869157,752,0.5697313893806956,2024-06-26
213,Magic2,100 kg N/ha,0.05397293465269124,0.0006374372453822132,652,0.05345606657624976,0.0016864692566430843,652,0.08192662666180382,0.004153832290628766,652,0.0641231653880488,0.0014899745562178403,652,0.12895901217782424,0.0029271725206867286,652,0.2123810469738545,0.016451353128941856,652,0.2457930676044862,0.019451079171669418,652,0.24561829362178872,0.02227844855325331,652,0.23204873675949003,0.017536791766182704,652,0.585956845473423,2024-06-26
212,Ricastello,100 kg N/ha,0.05424498319625855,0.0006446233271779783,640,0.05460345149040222,0.0019206821525647713,640,0.08360915184020996,0.004473926511993283,640,0.06620296239852905,0.0018130002472561476,640,0.13111201524734498,0.0032842835994950034,640,0.20615878105163574,0.0160875978643778,640,0.23523392677307128,0.01917207772377909,640,0.23351130485534669,0.022100828069722935,640,0.22250103950500488,0.018997394798511504,640,0.5582261531617297,2024-06-26
211,Magic9,100 kg N/ha,0.054238849216037326,0.0004243794368958068,648,0.054250234439049236,0.0011050634028759324,648,0.08301046748220185,0.0031397557295164695,648,0.06523897618423273,0.0011485065848343247,648,0.12950030668282214,0.00232654053940228,648,0.20618994442033178,0.0100887054797579,648,0.23588717425311054,0.011778526876748038,648,0.23685097400053048,0.01334981339087739,648,0.22685637297453703,0.011110792793135994,648,0.5680824460109879,2024-06-26
210,Magic6,100 kg N/ha,0.05443259218636635,0.00047211905089032864,603,0.05500048230931929,0.0012979177647929588,603,0.08530307092872227,0.003624466002657439,603,0.06515442198188744,0.0013868358275138642,603,0.1302886760452296,0.002507225789409953,603,0.20990481147323278,0.012463479673351851,603,0.23945493682304622,0.015499049125674938,603,0.24108403397239064,0.017475485322650208,603,0.2309506038330483,0.014026163244120376,603,0.5744856943008158,2024-06-26
209,Magic4,100 kg N/ha,0.054145319604723234,0.0004841989128308462,634,0.05460819761835814,0.0011334171906626468,634,0.08501826024581957,0.0033411530399765107,634,0.06550810540136102,0.0015310464463211583,634,0.13029053985884512,0.0026693459282628776,634,0.20791837770480087,0.011827253477865394,634,0.23644437097976637,0.015428345446157038,634,0.23843999916822753,0.01617785044998538,634,0.2290898753265477,0.014029102332630392,634,0.568952038742765,2024-06-26
208,Copsemar7,100 kg N/ha,0.054119565174400544,0.0003191261751390482,679,0.054620228740708994,0.0012584289067702234,679,0.08580962056088343,0.003505217838548448,679,0.06575120636570611,0.0014483877517934931,679,0.13034066606164857,0.002320346875523298,679,0.20847723936999493,0.013701018381701768,679,0.23919470987895802,0.016820522691505302,679,0.24541804857211894,0.01930174992315323,679,0.23244012262403352,0.01597483256560499,679,0.5773926548183952,2024-06-26
114,Jsendra,100 kg N/ha,0.05382594688265931,0.0002707508657400109,765,0.05375103919334661,0.0011310231950928521,765,0.0832928426904616,0.002764558636843718,765,0.06597544352213541,0.0017731788569032136,765,0.12882959702435662,0.002033514626522348,765,0.1920462016186683,0.01164986344745468,765,0.2183086918849571,0.015221216204120173,765,0.22019645341860702,0.018461489386904565,765,0.2098626429738562,0.016276416402871315,765,0.5389103945745104,2024-06-26
113,OJGC - pirl,100 kg N/ha,0.0538973881648137,0.0005351421320398898,845,0.054564445540749816,0.001855463882126437,845,0.08856723040518676,0.00538424702486782,845,0.06635551226914987,0.0023876320830170856,845,0.13226945865789108,0.003482396582774994,845,0.2080482979497966,0.018913196211439148,845,0.2360463881633691,0.02222806545418363,845,0.24210613183015903,0.026368054069060207,845,0.22905891012157914,0.022061169989428156,845,0.5697649056957839,2024-06-26
112,Magic9,100 kg N/ha,0.05356187903362772,0.0003631597768535687,575,0.05292232015858526,0.0013939491048745817,575,0.08371968144955842,0.0035361718352292164,575,0.06445102857506793,0.0017548344367314928,575,0.1293095066236413,0.002349363177548932,575,0.20132801885190219,0.012549895502642135,575,0.23213018002717392,0.015264552070691214,575,0.23978786302649457,0.020616444785733382,575,0.2321463676120924,0.017649849060721933,575,0.5763130201021485,2024-06-26
111,Magic8,100 kg N/ha,0.05327949231984664,0.0003389394293521298,784,0.05263970336135553,0.0015384094873182122,784,0.08658029595199897,0.0039313791555168585,784,0.06492671188043088,0.0020099339749799264,784,0.13173989860378965,0.0027532508043671493,784,0.20367992167570154,0.011476291326444264,784,0.2312712572058853,0.013187379152003909,784,0.24162469591413224,0.018764050378201915,784,0.23315671025490275,0.014125126828506956,784,0.5764057170865003,2024-06-26
110,Magic7,100 kg N/ha,0.053904668599778466,0.0005282195403925062,797,0.05444683902984581,0.002112030609938052,797,0.0873617748992805,0.0051140948283450475,797,0.06611780240813941,0.002654155587641989,797,0.13176384594389606,0.0035625205702226603,797,0.20138222420380136,0.015410145427034444,797,0.22870608225670483,0.018182704039153272,797,0.2373611660793405,0.025112545338985368,797,0.2300965082989433,0.018770121639836226,797,0.5642676476879674,2024-06-26
109,Magic6,100 kg N/ha,0.053767042252623916,0.0005528715981979891,824,0.05411918880870041,0.002116902695690028,824,0.0861537988903453,0.004807077220168424,824,0.06552023100621492,0.0024523414428021294,824,0.13029584606874337,0.0033167517820243994,824,0.19817555992348682,0.01628168495164485,824,0.22524513318700698,0.018419476636438413,824,0.2328850273947114,0.02682627389496129,824,0.22501391808963517,0.018988417060406174,824,0.5608640989953043,2024-06-26
108,Magic5,100 kg N/ha,0.05379843309850235,0.00044663441325519174,771,0.05418782908319654,0.0018871903388709798,771,0.08713601751859396,0.004066907501898949,771,0.06497920688178907,0.003482122851104903,771,0.13127137220014085,0.0031806928372455625,771,0.21423731703702578,0.014141885952497029,771,0.24631352801885742,0.01821831370772954,771,0.26506624333125606,0.024866838567803883,771,0.2489213955850762,0.020875379965493594,771,0.6062408565859955,2024-06-26
407,OJGC - pirl,200 kg N/ha,0.0533499165154322,0.0005561433343139516,932,0.05176246217392033,0.0017231576264700725,932,0.08466398869461256,0.004906082423320554,932,0.06277786303999086,0.0015487412835110878,932,0.1295778495559365,0.0034855742864798433,932,0.2076384581209764,0.013798286611199459,932,0.23643884945325075,0.01688245147232024,932,0.2350777883898035,0.019537853242303498,932,0.23410838049368796,0.016787361227028744,932,0.5784678736922484,2024-06-26
406,Magic5,200 kg N/ha,0.0532011072686378,0.0004165374923613397,752,0.051387315100811896,0.0011252637580960968,752,0.08207835035121187,0.0030112191046550822,752,0.06238775050386469,0.001103395369795619,752,0.12898856020988303,0.0021278381436930947,752,0.20510931217924078,0.011106211508596897,752,0.23286482628355634,0.013407142893202904,752,0.23244796915257232,0.015538481057149734,752,0.233795997944284,0.012810756703165954,752,0.5767965253561325,2024-06-26
405,Magic3,200 kg N/ha,0.05350272240103856,0.0006243930006316689,838,0.05239424329953433,0.0017718886128917932,838,0.08538060882495525,0.004361796258295135,838,0.06344694169438256,0.0021338682157585223,838,0.12990956090230646,0.0031609561538488546,838,0.20156587222879996,0.018556959662062666,838,0.22614126273726506,0.021262153002081563,838,0.22564070890513127,0.025164726188719733,838,0.22806441641650507,0.020467292206181095,838,0.5610539463529111,2024-06-26
404,Magic4,200 kg N/ha,0.05317288786350473,0.00039021587380353595,839,0.05187093941616927,0.0017356026080687433,839,0.08487380417652153,0.004048118425080916,839,0.06319184695438208,0.0019568628378230273,839,0.1307164079668411,0.0025266291924985213,839,0.2039090362294212,0.014139234923403859,839,0.229778776293858,0.016033950516252157,839,0.23974783969010727,0.023284509845911155,839,0.23503514722930943,0.01801864670768335,839,0.5828090557937363,2024-06-26
403,Magic9,200 kg N/ha,0.05306153742063467,0.0003839049941256899,622,0.05141462160460052,0.0015593437939499719,622,0.08266535449258001,0.004308295810724969,622,0.0620510800475093,0.0015270189362196055,622,0.1289344861193102,0.0028523156520473677,622,0.20395115794092897,0.013339574022951814,622,0.23098806399624447,0.0148104210184013,622,0.24125288690401428,0.022296779491627207,622,0.23646574848334506,0.016320231870249356,622,0.5908323872504656,2024-06-26
402,Magic6,200 kg N/ha,0.05345114049777179,0.0005232171109493661,710,0.052787264971665936,0.002042318507279277,710,0.08414278164715834,0.004682420303814239,710,0.0631530009524923,0.0016793979646312434,710,0.12983789578290053,0.0030776392393109153,710,0.1989897821990537,0.014069388729152157,710,0.22133539763974472,0.01454354738929185,710,0.2278165790396677,0.022377587129583414,710,0.22707721549020687,0.016910209607040278,710,0.5659133786137099,2024-06-26
401,Magic7,200 kg N/ha,0.05342338223866809,0.0005534003788375192,722,0.052799689802766836,0.0019042368058119717,722,0.08540660720782928,0.004425608141704836,722,0.06322419015984786,0.001951058514046556,722,0.1320019666507964,0.002931274698312921,722,0.20875242872581587,0.013682399614752297,722,0.2337805412482687,0.013418540806643786,722,0.24436743569836392,0.019891763747630836,722,0.23548195963090807,0.01961340555967531,722,0.5889082481784349,2024-06-26
