Variedad,N,codi,B1_mean,B1_std,B1_count,B2_mean,B2_std,B2_count,B3_mean,B3_std,B3_count,B4_mean,B4_std,B4_count,B5_mean,B5_std,B5_count,B6_mean,B6_std,B6_count,B7_mean,B7_std,B7_count,B8_mean,B8_std,B8_count,B9_mean,B9_std,B9_count,NDVI,date
M2,100.0,104,0.06076784660479774,0.0014629670614157003,978,0.0543192842011559,0.00429774237875072,978,0.08975171360257701,0.013349808272658316,978,0.0653078668200409,0.0032414231236016678,978,0.1263530675685827,0.011966248611364054,962,0.2130287029991852,0.0117863639280475,978,0.33714597113049594,0.029272416972071363,978,0.36459893536713955,0.036688926865471594,978,0.337141696173233,0.027377662399655615,978,0.6961766295030335,2024-07-24
M62,100.0,204,0.05819914129111585,0.0010033204803662618,799,0.045869361772405935,0.00298445453514324,799,0.0662296949250528,0.007202755676707739,799,0.05795998985090005,0.0019109931847781183,799,0.10747621525794104,0.0051477190929274065,547,0.2023884912903825,0.008536422182327709,799,0.3237199270083698,0.022310886691878595,799,0.34959012486311014,0.028319984184465255,799,0.3246191070136499,0.022172037388252307,799,0.7155687717493479,2024-07-24
M110B,100.0,304,0.056991398198108105,0.0005191134479782333,874,0.04200886043312893,0.0014347853562835077,874,0.05419394626224614,0.003363374818039719,874,0.056024459734115774,0.0011957041604245412,874,0.10222325474023819,0.0008976012468338013,2,0.1833556500397776,0.007427714796694302,874,0.2671349916087135,0.024880381828388372,874,0.2782058017477564,0.031058288653022143,874,0.26809825067934784,0.023982743323986488,874,0.6647553127851387,2024-07-24
M38,100.0,404,0.05678718682710767,0.0005274196893193205,527,0.04154484005082943,0.0013678311424880104,527,0.052477400488373904,0.003690538435807436,527,0.055967218735638785,0.0013935545051657018,527,0.10225385427474976,0.0011901538288798864,4,0.1784421280167813,0.007373150248433372,527,0.2515387345084203,0.025059153151787094,527,0.25867527304835747,0.03078414705778511,527,0.2537787363244189,0.024346535885733066,527,0.6442488208232181,2024-07-24
M25,100.0,105,0.057275510619728014,0.0007618398899041943,941,0.0432407650760079,0.002050212114383698,941,0.05658857323284737,0.004831886419569505,941,0.056789876550721055,0.0018101320617343404,941,0.10406397501627604,0.0025345896878142754,75,0.18562325002283142,0.00607173255188071,941,0.2794288043388018,0.020270768624276105,941,0.2946895392617561,0.02596749562604841,941,0.2841087933174482,0.020199155010695174,941,0.6768523333325452,2024-07-24
QJGC,100.0,205,0.05799113760749213,0.0008674374145819749,695,0.04554749084033555,0.0021857398974039514,695,0.06304486501131126,0.007314362971369602,695,0.05922068863463916,0.00203471804236765,695,0.10662325690774356,0.004508872073435646,340,0.1938974064888714,0.007389074486358507,695,0.2965275387112185,0.019690221010367208,695,0.3169283860021358,0.023749800074938477,695,0.29863794999156923,0.018300087953913413,695,0.685121178661279,2024-07-24
JSENDRA,100.0,305,0.05688261734811883,0.0004929119253361992,760,0.04176460818240517,0.001288689455731762,760,0.05325904645417866,0.0030022889855244946,760,0.055868931820518095,0.0012570820484264012,760,0.10201245546340942,0.0008636042475700378,2,0.18321300305818256,0.005205286387567643,760,0.2696935954846834,0.018019260053769436,760,0.28157569483706824,0.0216159325761682,760,0.271287737394634,0.016580520298750973,760,0.6688705203345274,2024-07-24
M28,100.0,405,0.057007347929004464,0.0007093989918628529,529,0.04257341323592938,0.001825659885330669,529,0.05726429915833789,0.005304317630524582,529,0.056966103768303626,0.001609008493868848,529,0.10497776667277019,0.003307276907831558,54,0.18207064017456284,0.00668778304277734,529,0.2575070069282402,0.02012942187453578,529,0.2662251982661862,0.022521261470178626,529,0.2590322800980624,0.018242516628339523,529,0.6474774945383622,2024-07-24
M62,100.0,106,0.057733045540927036,0.0008222028768466332,463,0.04511503215484949,0.001962491956636407,463,0.06667229423770121,0.006939811928321439,463,0.05874433579249207,0.0018185931730044743,463,0.10726349319236866,0.0059555397457845315,345,0.19844483608303523,0.007759735939121038,463,0.302685995081331,0.020502611551802673,463,0.32233684366774096,0.0245356805336042,463,0.30256056322134856,0.01877602882637838,463,0.691696473304202,2024-07-24
M2,100.0,206,0.06028815661753619,0.001669419204140128,829,0.052634599269227325,0.004980512340642103,829,0.08527595142691213,0.014865349500660305,829,0.06384918801890926,0.003909458384684346,829,0.12298566556824041,0.013397041072825454,788,0.2097309696947565,0.012636276238520936,829,0.32454903191910434,0.029763610420352873,829,0.3478097582035962,0.03583176020336988,829,0.3230110048816345,0.027523045030655533,829,0.6897956980903401,2024-07-24
M76,100.0,306,0.0581277065768966,0.0008692658706693718,698,0.04531529708031597,0.0026996359498355255,698,0.06251462482791234,0.006844791902664419,698,0.058910473711511126,0.002065754645087454,698,0.1056607443188864,0.0035388205141216504,315,0.18731065030056737,0.013066324858183079,694,0.271366873579927,0.041084680794301276,698,0.28499808762339945,0.05179784207450307,698,0.2739712068404274,0.039771024705722025,696,0.6574061809752856,2024-07-24
M28,100.0,406,0.05820442677789195,0.0011074164325320674,766,0.04569871867605663,0.002833211086996263,766,0.06084365446324759,0.007362199307941648,766,0.05862872469829828,0.0022244020702448393,766,0.10570438902581757,0.003796148119193918,199,0.18509205950146868,0.007192123295444222,766,0.27001700139854967,0.020293042654218232,766,0.28117713231019503,0.025668819614431963,766,0.2727268507835448,0.02027268134829988,766,0.6549281097480737,2024-07-24
M38,100.0,107,0.057571588560592295,0.0008379169433912884,903,0.043198899177221764,0.0020826962896693594,903,0.05494902432294911,0.00480457267515658,903,0.057221667183066,0.0016326160630356944,903,0.10288512706756592,0.0023968425514298373,18,0.17554890667950665,0.008980384262825327,864,0.23873050763474118,0.03324309308010747,879,0.24399987188938435,0.040147399425591916,869,0.24252399279479286,0.03151410769738451,878,0.6200692197558758,2024-07-24
M97,100.0,207,0.05728234558553598,0.0008457000857091416,681,0.04340492506209274,0.002152676643020899,681,0.06079772075367394,0.006487934920163145,681,0.05716598891651753,0.0018315386562836324,681,0.10590808881252302,0.0038430108787367067,297,0.19083089730463013,0.009068966373865346,681,0.28300608272244404,0.027421893251742397,681,0.3009248529061697,0.034611874981591496,681,0.2873682366593819,0.02643794078882381,681,0.6807179506432397,2024-07-24
RICASTELLO,100.0,307,0.05818922717687891,0.001192003082104111,879,0.046736529527128215,0.004062740141091579,879,0.06854436394840106,0.011584185345103061,879,0.06129638706593519,0.004384531338746554,879,0.111395010257357,0.009601088218049263,566,0.188769690955187,0.011658182880125429,879,0.26743873014656216,0.03335431902463845,879,0.2783380883816837,0.04034328701652865,879,0.2682740924301408,0.031048446862930595,879,0.6390449645304703,2024-07-24
QJGC,100.0,407,0.05759860163900108,0.0008336029100906253,884,0.04491047837615553,0.002434106828427795,884,0.06313775351684017,0.0068736917811438175,884,0.059620188372167524,0.002072938683115179,884,0.10639152264976938,0.004225399403423787,437,0.18991986443014705,0.008910395855756075,884,0.2772673524882459,0.026311837897788588,884,0.29126525464640485,0.031741349846881595,884,0.2784998621875884,0.02376882434047194,884,0.6601729164979248,2024-07-24
M62,100.0,108,0.05862898248426296,0.0008604181085493355,767,0.04747336038243817,0.0025825433507287287,767,0.0688805014400159,0.006689739045168661,767,0.06013575806300674,0.002618471838781858,767,0.10850241453479822,0.004750365437725475,611,0.19885178308598844,0.010093804459749237,767,0.30495364352031046,0.03420603094524836,767,0.3247166401093444,0.04270051095959379,767,0.30570512396104954,0.03162160569572613,767,0.6874866398204138,2024-07-24
COPS7,100.0,208,0.05725870927174886,0.0007563248786727384,960,0.04298940102259318,0.0023203437811362246,960,0.05735950867335002,0.005688455202930305,960,0.05731942653656006,0.002836236210357617,960,0.10685032724544702,0.007301714824510111,151,0.18806934356689453,0.006955400996180359,960,0.2769964853922526,0.01987457708387502,960,0.29188060760498047,0.02584972391519571,960,0.2785007476806641,0.01931177179910566,960,0.6717100748430803,2024-07-24
M28,100.0,308,0.05760992064269568,0.0009758285035228363,947,0.04412644818315033,0.0026458376651341997,947,0.05996059188117699,0.008078304075997403,947,0.057600760535428494,0.0021532215786359515,947,0.10648582171196717,0.006007232606254523,239,0.18410839173458948,0.008983011399540823,947,0.2586910163210715,0.026127118746975805,947,0.26700083683259634,0.032231352488636476,947,0.25953005636632126,0.025217386771235976,947,0.6450987240822339,2024-07-24
M97,100.0,408,0.05690964181082589,0.0006943958190710612,875,0.04300203159877232,0.0017637309942512792,875,0.061511082240513396,0.005568601926366093,875,0.05788569859095982,0.0018053296301549884,875,0.10524317972379908,0.0040106756203965015,417,0.19117792619977678,0.006257897051455354,875,0.281572265625,0.0185861150052625,875,0.29660121372767856,0.02190519023523072,875,0.28274687848772323,0.017370333112651046,875,0.6734113639776468,2024-07-24
M75,100.0,109,0.05899320329938616,0.001496875699590925,980,0.04867770915128747,0.004826477540820998,980,0.06893862510214047,0.012764983115370884,980,0.06195289456114477,0.00395316488008311,980,0.1111436448655687,0.010703419026999101,555,0.1879855536830072,0.010473530538776062,979,0.2664292627451371,0.029800458531805084,980,0.2757659912109375,0.037135686169119796,980,0.2671160639548788,0.027955680735624065,980,0.6331096828090615,2024-07-24
M38,100.0,209,0.05718698569915678,0.0007355516618606847,977,0.04211632719791533,0.0019640890209543676,977,0.05376913798868107,0.005083630241094367,977,0.05687131071529954,0.0016105305410017356,977,0.10362623214721679,0.0019756138999660745,25,0.17613254751197596,0.009221426373779535,972,0.2398185925205508,0.029870292655702402,977,0.24541789653235352,0.036552935480104035,977,0.24274920148273574,0.028180656759211626,977,0.6237291352006012,2024-07-24
M62,100.0,309,0.05831023284641607,0.0008019208047102772,1241,0.04653499089931885,0.0023832173090139004,1241,0.0693822425762364,0.007631771303082184,1241,0.05957941121386483,0.0024387492256894403,1241,0.10995755442585128,0.006491885258579081,1004,0.19776621410483608,0.008803710106487266,1241,0.2933479204569777,0.025422777282054037,1241,0.3094210198192612,0.030078013450110717,1241,0.2929753158286538,0.023066582218994523,1241,0.6770767391948317,2024-07-24
M25,100.0,409,0.05673991275417665,0.0005439012435878072,939,0.04199912626776325,0.0013008486201344584,939,0.05727608287677217,0.004290055761418849,939,0.056906329430203344,0.0014066843382350808,939,0.10481247055196316,0.003732486729522466,107,0.18585890829880525,0.006906441450622365,939,0.2712556556644785,0.02171206652666291,939,0.284028074611871,0.025483231472705363,939,0.27389058365989416,0.019520155092886526,939,0.666174321185957,2024-07-24
M76,100.0,110,0.05868652108482327,0.0010473242822916168,908,0.04731052247438137,0.0028465696324900982,908,0.06503245483936192,0.007733192939888846,908,0.060844454996386285,0.002387929212701347,908,0.10786106560819893,0.005192289680869237,465,0.18729471215067456,0.00943744855995495,908,0.264979761602595,0.027560763990269563,908,0.27390348123558816,0.03397217362742549,908,0.2654770502434953,0.02640925800891527,908,0.6364759963495509,2024-07-24
M75,100.0,210,0.0586710715338954,0.001619635337037478,1058,0.04737910250860261,0.005331942064101075,1058,0.06657450771512066,0.0148473939390023,1058,0.060934676114462724,0.004632127910216673,1058,0.11234091492349914,0.014025870433158389,469,0.18841319093181416,0.01096518591788018,1058,0.2718570759706551,0.02902541286754661,1058,0.2849788269158347,0.035896063639712206,1058,0.2734916124542179,0.028311936086390724,1058,0.6476883638212546,2024-07-24
GAVINA,100.0,310,0.057808288701640786,0.0007300417500323983,958,0.04454940445487833,0.0019067955653700953,958,0.06015797497584078,0.005283131248565743,958,0.058138212231853066,0.0016520300723142087,958,0.1046184785904423,0.0029720359095959333,310,0.1909467024195916,0.007425970358397569,958,0.2839638982784773,0.022274816472753874,958,0.29839508120351643,0.027435017095859136,958,0.2840427725200613,0.02105984721056389,958,0.6738693788080016,2024-07-24
M2,100.0,410,0.05956015557599214,0.001411434888781577,978,0.05014685570340459,0.004074715152019146,978,0.07495891048376789,0.010512787397058512,978,0.06318421939155563,0.004408870615335303,978,0.11360525066932936,0.00938391695622906,890,0.20218405694317965,0.00924288813892702,978,0.3116838264075281,0.022540822592510664,978,0.33287762912992075,0.025881057586372054,978,0.3118953899859407,0.0204018599636241,978,0.6809376130146022,2024-07-24
M97,100.0,111,0.05763164663059826,0.0007979326773756491,935,0.04471298462566845,0.0024236595709625987,935,0.06209706189160678,0.005698258306296693,935,0.059100806904349094,0.0017228943669668612,935,0.10514436201615766,0.0036728054120833413,440,0.18844898244276403,0.008100029193781461,935,0.2708272189380013,0.025595056482103497,935,0.2819958691928476,0.03241132738805658,935,0.27314567361923464,0.0247750731725236,935,0.6534659464842858,2024-07-24
M110B,100.0,211,0.05734427124425425,0.000626326649881982,911,0.04300309065013764,0.001506838464520357,911,0.05579576377156799,0.0034253206965871763,911,0.05737291287904775,0.0012435092296417063,911,0.10281088948249817,0.0012402198476710328,24,0.1849203099272777,0.006288043789163318,911,0.26813184652318023,0.02131897664832917,911,0.2808062054061471,0.026661989870100156,911,0.2704683506920623,0.02052281706953813,911,0.6606951181967199,2024-07-24
M25,100.0,311,0.057172558327172426,0.0006819551535119302,1099,0.042864007229583716,0.001905011828460159,1099,0.056897080953388024,0.004719867018988133,1099,0.05721748081307936,0.0018954795247977366,1099,0.10419591780631773,0.003253876898859192,124,0.18684963403342528,0.005779447159691827,1099,0.27753090966930166,0.017803493860609813,1099,0.29222202734908154,0.021654721954734276,1099,0.2804042826575296,0.016766617166770283,1099,0.6725185362467542,2024-07-24
GAVINA,100.0,411,0.05733096077050881,0.0006615154104166418,981,0.043445085531345566,0.0017701645455836573,981,0.0583323285241861,0.0045781135893930465,981,0.058195769361521245,0.0013687272712892096,981,0.1038141191375922,0.002551693960638977,161,0.18894064122626783,0.008439998721021844,981,0.28518857187938007,0.028147185800088327,981,0.3010296214003568,0.03401604158681315,981,0.286892921066673,0.024871991965228626,981,0.675993006852359,2024-07-24
M110B,100.0,112,0.0575087059201218,0.0005883808224484612,635,0.04387960659237358,0.0016778542381211325,635,0.05578192763441191,0.004080851501046767,635,0.05829097117026021,0.0015215788541063672,635,0.10319251280564529,0.0022696598717209457,26,0.18320939672274852,0.005104853972129165,635,0.26456217127522147,0.01444423467803755,635,0.2739245317113681,0.018393825273083333,635,0.26598316102515995,0.013460936185113685,635,0.6490773569285846,2024-07-24
RICASTELLO,100.0,212,0.05868275694268518,0.0011390791822978288,956,0.04840569516106131,0.003670372536150935,956,0.06963935756284323,0.009700316631414437,956,0.06354761722197592,0.004054084938338113,956,0.11065919572773648,0.008375164844912901,742,0.18931305059329237,0.011428667212675091,956,0.26641778666604016,0.03388212823431128,956,0.2788097429475026,0.041922585493046866,956,0.26943446203255755,0.032437301872493135,956,0.6287644162782555,2024-07-24
M75,100.0,312,0.05803902530105862,0.0007338539875659373,845,0.045256191456811666,0.001895102291182849,845,0.0598630013550527,0.0050336067564483245,845,0.05919700035682091,0.0016926355376324874,845,0.10433811211735948,0.003515609519965806,159,0.18536573782475038,0.0059149435724514315,845,0.2647957886464497,0.01698659269344871,845,0.2745648807322485,0.020645526210080492,845,0.2654767459666235,0.016120781079760598,845,0.6452740488898234,2024-07-24
COPS7,100.0,412,0.05704194103730722,0.000622314543785562,849,0.04277415101463578,0.0016399264516237869,849,0.05635985609218566,0.003935920756040213,849,0.057828968349137776,0.0014008571066186455,849,0.10393988896930029,0.00279672747675655,63,0.18699827519968346,0.006142744403161124,849,0.2783784001398704,0.02067994240490031,849,0.29184729190821923,0.02423541551122293,849,0.2799361984917918,0.018980845710371647,849,0.6692428115847703,2024-07-24
QJGC,100.0,113,0.058819426864874166,0.0011514584786635194,732,0.04832042631555776,0.003207627503794661,732,0.06661478678385417,0.008115395961180499,732,0.06265132674753991,0.002526746162648336,732,0.10851179185460826,0.0054708010194989935,488,0.19098286029419612,0.008353253586754854,732,0.27704180524648864,0.0204003590926378,732,0.28907996839512895,0.025618506725956,732,0.2783195829130913,0.020333639710639215,732,0.6437546069244288,2024-07-24
M25,100.0,213,0.05739805433485243,0.000646227239430048,756,0.04345358490313172,0.0018026209895399433,756,0.05683765714130704,0.004263815364290407,756,0.057967291937934026,0.0014537985385229494,756,0.1032522181247143,0.002109469834114517,47,0.18643757653614831,0.004954636011750627,756,0.2823778990084532,0.01537630743588026,756,0.29971725221664186,0.019326719342825455,756,0.28677489265562994,0.015902859933056665,756,0.6758747735385342,2024-07-24
M38,100.0,313,0.05738787275449297,0.0007135715179217342,749,0.04282007357466205,0.0017329797509804835,749,0.053471910300974215,0.004296593182674021,749,0.05756728575926757,0.0015665269732921554,749,0.10323970214180324,0.0014671108171765352,23,0.17896163797824183,0.007927856817380004,749,0.2531119780801485,0.02556614582940803,749,0.2613279497989507,0.03156277942176251,749,0.255284552580524,0.025021333137911033,749,0.638958006641288,2024-07-24
JSENDRA,100.0,413,0.056982444224757615,0.0004928100185628113,751,0.0425060744609401,0.0012472435557673157,751,0.055120628143594995,0.0036221541557345453,751,0.05792259693780688,0.0013491184785248678,751,0.10319490785951968,0.001873604155708722,27,0.1831355393329727,0.005466543398907274,751,0.26761737930155627,0.018276086910285046,751,0.2788686130081766,0.021402043258123827,751,0.2698812065683256,0.016752158116599945,751,0.6560326087661442,2024-07-24
JSENDRA,100.0,114,0.05789273055558352,0.0006510764152549322,970,0.04496014781833924,0.0018223671818633693,970,0.05741725017115013,0.004080021354246382,970,0.060259946842783504,0.001724097147747954,970,0.10308888151838973,0.002337244158177094,74,0.17963424383425244,0.0077941936067715675,969,0.25074481767477447,0.027678870727273656,970,0.2572220525751419,0.034397218522301105,969,0.25315197816829094,0.02602047957034268,970,0.62038826167616,2024-07-24
M28,100.0,214,0.05875235304800599,0.001218991750242036,898,0.04757047708422145,0.0031147686428776755,898,0.06546016259819999,0.009014905161837573,898,0.061547328209823914,0.0025874851357730612,898,0.10835654780549824,0.0063489861503101645,477,0.1887713222036383,0.008187763954702101,898,0.2718439420772289,0.022841418779391033,898,0.2843707452107113,0.02777396993091087,898,0.2735645659516808,0.021511979855697708,898,0.6441508383691744,2024-07-24
COPS7,100.0,314,0.05759045077518516,0.00073974585962212,789,0.044306466183583845,0.002563353725174676,789,0.05842931672496336,0.0068994744582978355,789,0.060061876613679795,0.004100887679519394,789,0.108000081518422,0.009578557690456067,184,0.18579991175043567,0.007329667178077849,789,0.26931103221666075,0.022717717379343184,789,0.28070675616633,0.028210071194012684,789,0.27028459710917696,0.02159398477804197,789,0.6474917534299351,2024-07-24
RICASTELLO,100.0,414,0.05816547053004548,0.0013095396111416672,694,0.04733644644877409,0.004656341232144724,694,0.06699965529208224,0.012125688849424256,694,0.06409970484137191,0.005151343764971012,694,0.1123213394015443,0.011291509099106629,408,0.18505424037790436,0.008408199727120308,694,0.2557179123936194,0.021767808657130624,694,0.2647489828060271,0.026134111011522076,694,0.2594316685921177,0.019960602730323202,694,0.6101568456912838,2024-07-24
RICASTELLO,200.0,101,0.05947142346774047,0.0011625460955989335,859,0.04784802313594796,0.005254521203977639,859,0.07449339043969186,0.012687493308594668,859,0.05187268418122226,0.006010471956877663,859,0.10906141323316083,0.014549223420688547,859,0.2916461558225407,0.05066299275078352,859,0.3869653064519063,0.0633797945770645,859,0.3971404141125218,0.06846441170987931,859,0.3784825565928769,0.05733041861318834,859,0.7689480134172514,2024-07-31
GAVINA,200.0,201,0.05825923502512419,0.0006493234335467469,887,0.04221104446634768,0.0026848135870653875,887,0.06211326194857798,0.006078763012835373,887,0.045633855774545075,0.0023936521715557206,887,0.0953976739756553,0.007196318108079069,887,0.2676577562678358,0.03528666226253221,887,0.3805871939847273,0.04374242254285354,887,0.39080514660548193,0.046685999779897486,887,0.37519445924640643,0.038295017287659765,887,0.7908809454439654,2024-07-31
OJGC,200.0,301,0.06002358341460948,0.0015563527937783293,782,0.05024592406914362,0.006783308844701307,782,0.0726873392949019,0.010811026271397614,782,0.05599686800671355,0.006955417531329751,782,0.10742367015165441,0.012454922085801052,782,0.2822775877345249,0.03980793316525969,782,0.3858795946516344,0.04563874123051335,782,0.3983901236063379,0.04779992780019468,782,0.3829491656759511,0.040154710243808164,782,0.7535278560333454,2024-07-31
M76,200.0,401,0.058557276140179554,0.0008828133932782638,684,0.04379416348641379,0.0038860929852070365,684,0.06517851422404686,0.008374150154104342,684,0.04839420876307794,0.004165202915012157,684,0.10092284665470234,0.01024226213799789,684,0.2487343905264871,0.03073534882118464,684,0.34346164457979256,0.037086846929825806,684,0.34990518134936954,0.040730570011041564,684,0.346264063963416,0.03529002589092583,684,0.7569958178976105,2024-07-31
COPS7,200.0,102,0.05763553051238365,0.000554210693568686,799,0.039090102843856334,0.0023580804062367762,799,0.05489887910730699,0.005080341693329665,799,0.0432500349863599,0.0021130340832665063,799,0.08704768671410552,0.0058564128239057996,799,0.23768468672999452,0.036355588267829024,799,0.35951643503353803,0.04814983932716837,799,0.3712770846370463,0.05071401802900797,799,0.3585363586196613,0.04290664458010067,799,0.7913283211691814,2024-07-31
M2,200.0,202,0.06108970533717762,0.001107353312057897,704,0.05296238444068215,0.004313189728916109,704,0.08531762253154408,0.010331819460630564,704,0.054578288034959274,0.0037818947724732464,704,0.12239322879097679,0.011656829698237612,704,0.3324943889271129,0.039379687914525285,704,0.42975135283036664,0.04163374459695191,704,0.44811703942038794,0.044130879704066664,704,0.42581107399680396,0.03707099103996091,704,0.7828573887438519,2024-07-31
M97,200.0,302,0.05744749518866164,0.0005262192872586253,649,0.03841323441092516,0.0021811957945987374,649,0.0567691609010858,0.004937146718774961,649,0.042304528328964634,0.0018466028032025638,649,0.08901349789188896,0.005625018713501436,649,0.2704008599091752,0.03796327350774237,649,0.4044013118890842,0.046057662606383276,649,0.4186204343069867,0.04829978232690202,649,0.40178850876348227,0.04169889961608231,649,0.8164363757300874,2024-07-31
M75,200.0,402,0.058312467826429265,0.000757819805901886,774,0.04200503129983749,0.0029053227165326463,774,0.0603681657973494,0.006848680471464453,774,0.04487252050591994,0.002868609464144392,774,0.09233985329167171,0.008429030097906345,774,0.23539708258261668,0.020526745966073793,774,0.3442413172364543,0.026919787523823485,774,0.3514053384154958,0.028988855962718208,774,0.3498354574198563,0.026875369471146306,774,0.7735300143790348,2024-07-31
GAVINA,200.0,103,0.058451326952239896,0.0006016158062219545,662,0.042838520153771716,0.002471371669681783,662,0.06337711530149523,0.00543646941949508,662,0.04647013500017702,0.0020617278302797787,662,0.09799918091189105,0.006478138602290069,662,0.2780492500236027,0.03324008409091691,662,0.3955437697672772,0.04210590221310781,662,0.4097789291888926,0.04406791843561214,662,0.3913436843549377,0.03738772878394511,662,0.7962948808113288,2024-07-31
JSENDRA,200.0,203,0.05745419973059546,0.00041286446921984064,632,0.03813164747214016,0.0018668492719802075,632,0.05306581907634494,0.0038787759303873207,632,0.041808019710492486,0.0018787438075185893,632,0.08413813385782362,0.004447410005543648,632,0.23293821117545985,0.02743559616605354,632,0.3508751301825801,0.03406585812874723,632,0.3588324438167524,0.03568299598231334,632,0.34915349453310424,0.029043868526316855,632,0.7912940727832929,2024-07-31
M76,200.0,303,0.058957059844201354,0.0009162285366366896,476,0.04597956392945362,0.0042856725115858335,476,0.07010019126058627,0.00947630921129505,476,0.05200905359091879,0.004702494240429736,476,0.10761924551314667,0.011291459154836897,476,0.2448369515042345,0.029431336382070225,476,0.33051309665711986,0.034701457273184376,476,0.34034924547211465,0.035565565984676216,476,0.33439120124368105,0.030366576722268956,476,0.7348900037791051,2024-07-31
M110B,200.0,403,0.057360201787095944,0.0003619433882833597,727,0.03770546473695947,0.0014597319228176675,727,0.053657972501101485,0.0028047379483791424,727,0.040725881164634735,0.0012458502443146895,727,0.08450054499273287,0.0035358912737340426,727,0.2426939154917469,0.028632919593684057,727,0.36266544137401135,0.035730446152188344,727,0.3705602171004556,0.03683198583307235,727,0.35891211508392795,0.031144444956461948,727,0.8019583869407361,2024-07-31
M2,200.0,104,0.06103354118069955,0.0013282247768558336,633,0.053048144396259135,0.005204686722532337,633,0.08524737124571115,0.012518396931181279,633,0.05439519053575175,0.004410114826308897,633,0.121815698030059,0.013952906855390643,633,0.3550513389551244,0.05223830861736364,633,0.4616907008262984,0.0538194308123911,633,0.4826718009478673,0.05844213573681308,633,0.4511617988960061,0.048354406539754854,633,0.7974361061159693,2024-07-31
M62,200.0,204,0.05883619785308838,0.0006285188782945644,640,0.04413758814334869,0.0024376732834437463,640,0.0674566388130188,0.005892102615819993,640,0.047184649109840396,0.002335871182423726,640,0.10130910873413086,0.006578972047368658,640,0.2874197483062744,0.027154316594631737,640,0.4033960819244385,0.031818763385798005,640,0.4161041736602783,0.03518065471328582,640,0.39602198600769045,0.029371713078779484,640,0.7963056875505363,2024-07-31
M110B,200.0,304,0.05725360522533924,0.0003555113123875712,669,0.0371431313644432,0.001438408748544132,669,0.05246192920724729,0.0029697106311591,669,0.041121236233789646,0.0012782479185986181,669,0.08361201150891313,0.0037019537540755963,669,0.2261569902679489,0.02781376475130365,669,0.3411785405134763,0.04433448106503589,669,0.34610541875408724,0.04754404399043602,669,0.33807464280292415,0.04046988219400053,669,0.7876115411782432,2024-07-31
M38,200.0,404,0.05697522671309867,0.0004506214023854035,629,0.03564529540239343,0.0015638724994636245,629,0.04932766233604929,0.0031825518156236563,629,0.038843276201257264,0.0013551801037896688,629,0.07932216786028688,0.0035303072648605978,619,0.2128757300930296,0.041212442735620296,629,0.32316955663441477,0.05226591429638076,629,0.3265008729288802,0.05677128582788763,629,0.3208516762252832,0.04725296436824046,629,0.7873606226143718,2024-07-31
M25,200.0,105,0.05778883819152661,0.0006447100115659887,714,0.03957567295106519,0.0024455295881818952,714,0.05399999965806635,0.005089682132369275,714,0.04219182599492434,0.0021956034787330653,714,0.08474435993269377,0.006018722070397589,714,0.24701829584372811,0.04162700841598323,714,0.3762642141817665,0.05471955671241243,714,0.3913390429413953,0.058574944565851536,714,0.3753107749447435,0.05079549753592953,714,0.8053572235885155,2024-07-31
QJGC,200.0,205,0.06056586528682397,0.0013150710191435755,917,0.05268598200840675,0.005481533967326685,917,0.07734297458062125,0.009645671177118986,917,0.057517876411862304,0.005774420671527216,917,0.1137698973278183,0.01058333948224407,917,0.2884310823230473,0.031069065973762865,917,0.38763008408874045,0.033519863932902974,917,0.4000696080331584,0.03579318549920056,917,0.38440973080101554,0.030017118757724386,917,0.7486038042250123,2024-07-31
JSENDRA,200.0,305,0.05718494283741918,0.0003944282883951568,754,0.037134355195953615,0.001487891815951904,754,0.051457857895909315,0.0030072255867766113,754,0.04079062869125083,0.001094880326102982,754,0.08221812969177408,0.0033926365947670846,754,0.2181388996640314,0.021097036041312536,754,0.3392478882159731,0.032622700368303476,754,0.3471939936873135,0.03384705489945182,754,0.34152201442566726,0.02859482824132864,754,0.789730693751823,2024-07-31
M28,200.0,405,0.05760762495015087,0.0007469083316244783,813,0.03894034992138252,0.0027715187100117752,813,0.05649455447038601,0.006663841704282871,813,0.04139274043497271,0.0025160025680009464,813,0.08724753179233452,0.007282171017667981,813,0.24296714341655135,0.03474406337370611,813,0.363818179197417,0.043885315541931806,813,0.370582721330143,0.0451260324679249,813,0.3632406349698263,0.03970047823887298,813,0.7990523986179914,2024-07-31
M28,200.0,106,0.05822017824951441,0.0006711040030529569,909,0.04149610059882942,0.002676367956957093,909,0.05758108846162937,0.005943992224889562,909,0.043507763786022155,0.002273498199423524,909,0.08746641723498522,0.006744141490499744,909,0.2359825948415154,0.031849956463137465,909,0.3429521449459399,0.04362753446251341,909,0.3530998271946335,0.048270319378049764,909,0.3390458613732467,0.042532585838128946,909,0.7806004485267443,2024-07-31
M76,200.0,206,0.05949619774506471,0.0011114473389838447,856,0.048610197049435054,0.005403674897884804,856,0.07216740991467628,0.010883748179228778,856,0.053622317091326845,0.006238126763954092,856,0.11022697296321882,0.012953743974410164,851,0.2501272041106892,0.0325629293584858,856,0.3301678238628067,0.038418530034843176,856,0.3384714572229118,0.04115329200898842,856,0.33148899256626024,0.037028848146951614,856,0.7264821805186229,2024-07-31
