date,Codi,Parcela,Varietat,Dosi N,nitrogeno,B1_count,B01,stdv_B1,B2_count,B02,stdv_B2,B3_count,B03,stdv_B3,B4_count,B04,stdv_B4,B5_count,B05,stdv_B5,B6_count,B06,stdv_B6,B7_count,B07,stdv_B7,B8_count,B08,stdv_B8,B9_count,B09,stdv_B9
20240703,8,111,Magic8,100,100 kg N/ha,735,0.0395199586491601,0.00100453762337295,735,0.0320631621747601,0.00287075529839809,735,0.057600365011465,0.00737796466767109,735,0.0408945455640352,0.00280952818284361,735,0.0973781329129829,0.00793932414642582,735,0.26613220767099,0.0212320008092149,735,0.346421218404965,0.0253086110630445,735,0.383546904155186,0.0331437684036843,735,0.370499021423106,0.0281945687157458
20240703,9,112,Magic9,100,100 kg N/ha,718,0.0403235437281035,0.00110771606438559,718,0.0336581081369876,0.00318103638484687,718,0.0549123092375509,0.00655749438978884,718,0.0413628841197756,0.00287120859599284,718,0.0937395020385473,0.00725888559542517,718,0.25533831727621,0.0205451871179219,718,0.340793529758878,0.0251066080681339,718,0.375894471338864,0.0327613491646925,718,0.365200154504072,0.0279552708407256
20240703,13,113,OJGC - pirl,100,100 kg N/ha,788,0.0409711643930544,0.00141231861419588,788,0.035461724839802,0.00381898605185033,788,0.0605418650140315,0.00840131735632505,788,0.0422741639319108,0.00301261160799043,788,0.0987831884947828,0.00825405079077189,788,0.271467003309485,0.0210161834620946,788,0.355054636292046,0.0257352230038992,788,0.390279137089773,0.0318574439286142,788,0.377125293432456,0.0265281736661822
20240703,10001,114,Jsendra,100,100 kg N/ha,881,0.0406406839482833,0.00126518072591881,881,0.0343380770883888,0.00355630683062647,881,0.0550738642548256,0.00690225597742926,881,0.0423173010856691,0.00341067391413057,881,0.0948647586681651,0.00767846333438898,881,0.254069151320874,0.0190455726816945,881,0.333973671534816,0.0233659614887112,881,0.365108353596405,0.0299286278454665,881,0.356316375576814,0.0261949873000266
20240703,12,201,Gavina,100,100 kg N/ha,1102,0.042025267871641,0.00155322069248166,1102,0.0384512088564098,0.00455587540973114,1102,0.0689164019864181,0.0102152172025395,1102,0.0462698635870013,0.00420062755433749,1102,0.110508290330749,0.0102112090933811,1102,0.27885279360949,0.0222789271673589,1102,0.345192330042593,0.0235188740115747,1102,0.378209323934981,0.0326240378563263,1102,0.360521416184907,0.0254220025926397
20240703,1,202,Magic1,100,100 kg N/ha,966,0.043947673019014,0.00188032468419309,966,0.0434430706012015,0.00565873600248814,966,0.0758911315544545,0.0108834668461687,966,0.0491896093925211,0.00531645379794282,966,0.115858499099564,0.0110570848790205,966,0.298910644098222,0.0217591995069048,966,0.374536123766909,0.0259466431967316,966,0.415257478074998,0.0349189925829961,966,0.39135929087551,0.0285274830311025
20240703,10001,203,Jsendra,100,100 kg N/ha,1127,0.0426480632999246,0.00214714757899151,1127,0.0403926088156537,0.00605090409434786,1127,0.0686592923505389,0.0102742214754261,1127,0.0480328799351825,0.00612202024838363,1127,0.110051958490338,0.01155485287542,1127,0.273877037224668,0.0230667708232674,1127,0.340672135326644,0.0228933442743302,1127,0.373553533943332,0.0321432091708137,1127,0.356496183530567,0.0256098582025084
20240703,5,204,Magic5,100,100 kg N/ha,1016,0.0432238310546152,0.00188258484870122,1016,0.0421215815278958,0.00546829429686847,1016,0.0747313285833151,0.00973128280814338,1016,0.0502155624022047,0.00549629266440107,1016,0.116853690420197,0.01098333202279,1016,0.284364687073536,0.0220111244633949,1016,0.34651639432771,0.0271212296659401,1016,0.380926187846839,0.0364813954417832,1016,0.361875693482442,0.028833170110224
20240703,13,205,OJGC - pirl,100,100 kg N/ha,1129,0.0418094389562959,0.00171769703750293,1129,0.038487049303058,0.00508704212566619,1129,0.0687954346818455,0.00980055044792796,1129,0.0455452697145348,0.00473359056093736,1129,0.109303665211287,0.00995363712904845,1129,0.275453794585909,0.0230880250503884,1129,0.340293521158879,0.0263372500509202,1129,0.37231309813562,0.0364893915974146,1129,0.35508645990446,0.0274797175598117
20240703,7,206,Magic7,100,100 kg N/ha,823,0.0432686541197801,0.002524061643222,823,0.041478617241287,0.00750995444710729,823,0.0692752557484159,0.0118353758206626,823,0.0481922813619907,0.00709589663919477,823,0.110976680832602,0.0126159273641136,823,0.278837660664776,0.0200619481910278,823,0.34830842160802,0.0189211347153545,823,0.381780930524318,0.0273095711078192,823,0.361761033607427,0.0212360712173381
20240703,8,207,Magic8,100,100 kg N/ha,862,0.0401117443312348,0.00132146584280011,862,0.0325076375264683,0.00396335070065011,862,0.0592674220417326,0.00831613452565875,862,0.0397159888705113,0.00401377525060826,862,0.100763022458816,0.00901200848847943,862,0.275015071760474,0.0200940979406317,862,0.348563580339442,0.0272211139661738,862,0.382015310141437,0.0360863163136721,862,0.363638171740308,0.0282759159016209
20240703,11,208,Copsemar7,100,100 kg N/ha,739,0.0406020224820293,0.00134708590470407,739,0.0338511749804625,0.00391191516597169,739,0.0560134307749781,0.00809120219359835,739,0.0399989257283075,0.0032635579574883,739,0.0952228208114072,0.00802822182577282,739,0.274141672217314,0.022069002450897,739,0.368328793082734,0.0263556482344387,739,0.40864316483957,0.0348063059008084,739,0.391703442727116,0.0273769654204966
20240703,4,209,Magic4,100,100 kg N/ha,883,0.0426401956806366,0.00228905291072274,883,0.0403457021051733,0.00637417003360599,883,0.0660979719885276,0.0104798990742279,883,0.0469695468468007,0.0062136328177942,883,0.107781464126412,0.0116782314367869,883,0.273586244977344,0.0226542991966338,883,0.343294862510124,0.0264811563096644,883,0.375517927338016,0.0344802133156033,883,0.360665393746453,0.028725124313652
20240703,6,210,Magic6,100,100 kg N/ha,870,0.0411814135552823,0.00161992612647989,870,0.0353817407427163,0.00450936480296763,870,0.0575778581887141,0.00808942649940518,870,0.0409540086727718,0.00391968410242261,870,0.0964516412167028,0.0087406243352896,870,0.257613948227345,0.0241678725331805,870,0.331097325271574,0.0286061006985139,870,0.359865492787854,0.0384780568501505,870,0.348548928725308,0.0320810036644232
20240703,9,211,Magic9,100,100 kg N/ha,710,0.0406328071066192,0.00141220850968688,710,0.0338157791329522,0.00360197295728064,710,0.0560944478958845,0.00822444087505083,710,0.0395408900270999,0.00283535323891154,710,0.0948924523109282,0.00756418524071772,710,0.261756197289682,0.0200244378800183,710,0.340710220769258,0.0257307672954126,710,0.373509895213893,0.0342728735936124,710,0.359447417292796,0.026921898947181
20240703,10,212,Ricastello,100,100 kg N/ha,575,0.0410161943085816,0.0017570105906683,575,0.0366999066459096,0.00533906088748684,575,0.0650347209365471,0.0100698631565877,575,0.0433122037286344,0.0060845553525662,575,0.104748939418274,0.0110979620889768,575,0.275230733752251,0.0263644867216506,575,0.349718411331591,0.0329073090216997,575,0.386222106166508,0.0441172703602405,575,0.37300969393357,0.0371791186737575
20240703,2,213,Magic2,100,100 kg N/ha,975,0.0403778973374611,0.00156491593125155,975,0.0340126322534604,0.00421735720103256,975,0.0594126496521326,0.00937812980607786,975,0.0390049597391715,0.00350783526987267,975,0.0974435508786104,0.00963531361875744,975,0.277567534767664,0.0238264217311344,975,0.362892562930401,0.0289999505496136,975,0.404037782045511,0.0385845072079767,975,0.385207600501867,0.030913040973794
20240703,3,214,Magic3,100,100 kg N/ha,772,0.0422453831138157,0.00211142705110258,772,0.0376876536708499,0.00552246310285221,772,0.0626629244034309,0.0113489959367685,772,0.0419689809705657,0.00431760827673163,772,0.100865279859984,0.0112531815991319,772,0.274353016302993,0.0306545273064392,772,0.352245240477083,0.0369636426068952,772,0.388946069356228,0.0503543360713286,772,0.372440287988112,0.0399344266167822
20240703,13,301,OJGC - pirl,100,100 kg N/ha,1061,0.0410511205139641,0.00175681219638967,1061,0.035159331633166,0.00499172468117083,1061,0.0620756950633184,0.0103156586396121,1061,0.0417012315239971,0.00433041057812985,1061,0.101943150506786,0.0108041896254802,1061,0.270405533218811,0.0248958584734148,1061,0.341082135873735,0.0259354999941859,1061,0.370918681622113,0.0359483175217626,1061,0.35389133577185,0.0275682149879852
20240703,8,302,Magic8,100,100 kg N/ha,827,0.0415075369350423,0.00215399928982776,827,0.036898338176229,0.00642349264442778,827,0.0669947728658818,0.0109262048648903,827,0.0448015958719415,0.00651936057299438,827,0.111444334102008,0.0120000785270332,827,0.280028531185949,0.0208505497228531,827,0.340376200886418,0.0219180518600658,827,0.368240614107471,0.0309740929949476,827,0.349295983111267,0.0249923005913966
20240703,7,303,Magic7,100,100 kg N/ha,926,0.0421218723702379,0.00183378380583183,926,0.0369983519674892,0.00532518777168264,926,0.0619157259523482,0.00957488639308206,926,0.0429571569327981,0.00482992907550109,926,0.102929494317549,0.009862474871307,926,0.266821032820459,0.0226327324096916,926,0.336671528979718,0.025967924373991,926,0.363964425259095,0.0376452800034592,926,0.345602054285694,0.0290802869928658
20240703,9,304,Magic9,100,100 kg N/ha,850,0.0411911952188786,0.00152676251185193,850,0.0346120292430415,0.00456040039182836,850,0.059102443811648,0.00919841676412759,850,0.0405849323071101,0.00410161836772039,850,0.0993629123095204,0.00985547874880422,850,0.265322851310758,0.0213741878947196,850,0.337418394509484,0.0238578091314153,850,0.365196480821161,0.0334773084441857,850,0.347776049200226,0.0268129133774802
20240703,10001,305,Jsendra,100,100 kg N/ha,855,0.0398325373990494,0.00131272575478056,855,0.030214893676297,0.0034195787046047,855,0.0496514141036753,0.00707585799280888,855,0.0363611187589796,0.0028052279526183,855,0.088425243615407,0.00727674207875979,855,0.246672652182523,0.0196298079681652,855,0.327368025228991,0.0247900154946995,855,0.354455964868529,0.0342580408483065,855,0.339889259279123,0.0277113560059147
20240703,1,306,Magic1,100,100 kg N/ha,990,0.0426737710984066,0.0014602562205267,990,0.0381750955011206,0.00396531468648706,990,0.0658856672394757,0.00855199606547889,990,0.0423020773501408,0.00311905897197277,990,0.103771579446215,0.00846966993049627,990,0.283655198550586,0.0241451034932203,990,0.363881189413745,0.029352972430557,990,0.397846746715632,0.0410557720134542,990,0.377219089534548,0.0315139075574288
20240703,10,307,Ricastello,100,100 kg N/ha,853,0.0406873149782035,0.00140324877419082,853,0.0341798907510526,0.00419787007621769,853,0.0638775691162939,0.00983899810373763,853,0.0399649965577919,0.00387830227185031,853,0.101683081279466,0.00990491443583667,853,0.277548276892441,0.0268331836422773,853,0.356558524080905,0.0344585593519409,853,0.39015588433354,0.0451829223937586,853,0.371417439871349,0.0375923890710669
20240703,3,308,Magic3,100,100 kg N/ha,1017,0.0421684530683616,0.00165909251627835,1017,0.0374537116079614,0.00419045262429356,1017,0.062883648808932,0.0082389145357516,1017,0.0413592080993169,0.00355479505161889,1017,0.101572695683648,0.00877465388741017,1017,0.283323253253099,0.026626525697143,1017,0.365774700775259,0.0338290603055525,1017,0.405750565443302,0.0445550617452839,1017,0.388339582006488,0.0377164424243418
20240703,5,309,Magic5,100,100 kg N/ha,782,0.0408559227767198,0.00116674239637381,782,0.0335311726940905,0.00285152373575179,782,0.0566072139050573,0.00687619415149951,782,0.0380380063810769,0.00222438633358963,782,0.0943820747592108,0.00627365218205827,782,0.26977371169097,0.0192712016405851,782,0.355512077698622,0.0251793704664998,782,0.392264098767429,0.0345132562821033,782,0.375000932599273,0.0270981694551938
20240703,12,310,Gavina,100,100 kg N/ha,909,0.040644485732936,0.00137625642448118,909,0.0337879440088411,0.00381579922135605,909,0.0575759686996834,0.00813601420174755,909,0.0383367462348033,0.00333609824413337,909,0.0967747849403041,0.00875657503961931,909,0.268869030692003,0.022570149094256,909,0.346532656299924,0.0278127720501061,909,0.378862508190478,0.0380340634717291,909,0.363094195248139,0.0315015987822303
20240703,2,311,Magic2,100,100 kg N/ha,805,0.0397547346834811,0.0012502652848617,805,0.0307147863118545,0.00314207701955249,805,0.0507469096678014,0.00656422184982779,805,0.0348956773717026,0.00240036963505653,805,0.0878518896258396,0.00670225047677052,805,0.262373066911046,0.0218503866019862,805,0.354418882042725,0.0317295951768979,805,0.390510035727335,0.0422710113866902,805,0.374362639425704,0.0336706994305309
20240703,6,312,Magic6,100,100 kg N/ha,1032,0.0404460192838496,0.00176961094904889,1032,0.0323024009599877,0.00434311751588627,1032,0.051044842446685,0.00896116896343165,1032,0.0365104897384525,0.00317799588831491,1032,0.0884694866402898,0.00860319774485704,1032,0.250104126859774,0.0241798196721794,1032,0.333299961056589,0.0340225636718558,1032,0.362297427876629,0.045386558897224,1032,0.347250813892645,0.0359055204202785
20240703,4,313,Magic4,100,100 kg N/ha,1038,0.0417709966622623,0.00223058267571064,1038,0.0373067787466194,0.0063183038207596,1038,0.0618302312738806,0.0111135517586102,1038,0.0426326911512454,0.00613778194757382,1038,0.10317850333992,0.0128804161775356,1038,0.266244162555949,0.0284823647590675,1038,0.333326344473399,0.0329175892367915,1038,0.361245098270777,0.0446696861124555,1038,0.345864525003815,0.0352313144067732
20240703,11,314,Copsemar7,100,100 kg N/ha,983,0.0398918292499389,0.00146973428744097,983,0.0311987302299221,0.00373945230580296,983,0.0519057634122677,0.00789858873405273,983,0.0360713036444762,0.00353890834456033,983,0.0897354968309039,0.00766961701101067,983,0.255032549342207,0.0217994065654054,983,0.340076533029669,0.029915920190856,983,0.371875385650541,0.0407208917905685,983,0.356864847189776,0.0319528630768561
20240703,7,401,Magic7,100,100 kg N/ha,701,0.0407395657954389,0.00140913234160615,701,0.033228557269898,0.00371285562932757,701,0.0566753074154789,0.00771074142919209,701,0.039088015291792,0.00291734220581524,701,0.0958044604848693,0.00782383961455978,701,0.253418205659332,0.021126818911558,701,0.325168121069372,0.0249864211079898,701,0.350202102336326,0.0361786881568345,701,0.336003967554185,0.0281415723341056
20240703,6,402,Magic6,100,100 kg N/ha,801,0.0407599959843391,0.00140903575167915,801,0.032860994634315,0.00383925598789699,801,0.0526844624955482,0.00736951739902403,801,0.0388510225482573,0.00316788773274709,801,0.0901364237349132,0.00754306643492461,801,0.239023101928826,0.020772032670625,801,0.31257319831744,0.0243094355026846,801,0.335607457733928,0.0346288628101917,801,0.325587306985546,0.0271823513427955
20240703,9,403,Magic9,100,100 kg N/ha,941,0.040822982352611,0.00140117457962604,941,0.0330706340073747,0.00378344311272069,941,0.0542653322686995,0.00757613256751402,941,0.039588482139927,0.00361690018214948,941,0.0930349911057354,0.00787942956646773,941,0.240584715694094,0.0214378692156024,941,0.309982703608737,0.0274711484719275,941,0.331402006172095,0.0370134017111352,941,0.32337376608352,0.0291211608497348
20240703,4,404,Magic4,100,100 kg N/ha,867,0.0423511591543376,0.00197670137606913,867,0.0374363925578685,0.00573469865351335,867,0.0606604924225683,0.00934834000705728,867,0.0456075829334531,0.00578914899569621,867,0.100199241968862,0.00974710818673997,867,0.230307983142144,0.0202368684963612,867,0.284266163389851,0.0223132929605754,867,0.297789568461761,0.0327216310028846,867,0.29403272180065,0.0238225747852117
20240703,3,405,Magic3,100,100 kg N/ha,847,0.04299962509164,0.00196212023189698,847,0.0378963870613219,0.0053332786267263,847,0.0613807097974606,0.00900307751919902,847,0.043798549006195,0.00512305674871235,847,0.0986137976683017,0.00897660826459399,847,0.239461182721109,0.0233923921488808,847,0.298635083359557,0.0280575402199909,847,0.314848719813466,0.0388014020573772,847,0.308137217741086,0.0314312356448864
20240703,5,406,Magic5,100,100 kg N/ha,1034,0.0410049567773679,0.00149370467997714,1034,0.0327216375734462,0.00395728625039079,1034,0.0543443124589998,0.00759824399029853,1034,0.0388264898625085,0.00428347282297986,1034,0.0916745573483998,0.00812041146036968,1034,0.249702126205659,0.0239751454365261,1034,0.330663703050558,0.037545808757969,1034,0.357556120123231,0.0496417191865703,1034,0.346700897415095,0.0404068516377174
20240703,13,407,OJGC - pirl,100,100 kg N/ha,1051,0.0410950762723935,0.00150132536754528,1051,0.033651018479784,0.00419226704122399,1051,0.0567088077867405,0.00772043514946058,1051,0.0407990966095003,0.00401628456112731,1051,0.0935938202277124,0.00744626657094978,1051,0.237384055224518,0.0241129921713125,1051,0.303240107806607,0.0335895081149831,1051,0.321552451639715,0.0442531246280456,1051,0.315232761409825,0.0357438166519116
20240703,8,408,Magic8,100,100 kg N/ha,964,0.0389675454109042,0.00132187051547226,964,0.0299073975394128,0.00353745362368032,964,0.0533173996452783,0.00745587942084863,964,0.0348629865010899,0.00303845308440696,964,0.0923904872719678,0.00787623978296805,964,0.263977275968093,0.0249952899720176,964,0.340570012980848,0.0349367248790103,964,0.373503021478529,0.0471152196100255,964,0.356139523406123,0.0371662912607514
20240703,2,409,Magic2,100,100 kg N/ha,994,0.0396304056648038,0.00150049974764616,994,0.0311813002782059,0.00388196307243055,994,0.0524668951352058,0.00819813164585811,994,0.0351749936313606,0.00316196657434157,994,0.0897455637678654,0.00884709180402894,994,0.262089164549076,0.0253006970745297,994,0.347494916671838,0.034710132626217,994,0.381755718507877,0.0467329888560769,994,0.365034902359638,0.0377861833121203
20240703,1,410,Magic1,100,100 kg N/ha,971,0.0430310640280757,0.00144524244380908,971,0.038977759072114,0.00371104475271059,971,0.0664468103469216,0.00805393558366402,971,0.0405751652171572,0.00229952261013834,971,0.10253126870929,0.00731562743328762,971,0.295079733558713,0.0236939776345112,971,0.384165048660628,0.0300078172099012,971,0.426268146132588,0.0412327652348473,971,0.4029227190111,0.0323670525529624
20240703,12,411,Gavina,100,100 kg N/ha,939,0.0400496649816712,0.00131520449127378,939,0.0316455864602416,0.00336377756281329,939,0.052235939382269,0.00727722525818528,939,0.036089286600915,0.00316875198845323,939,0.0901062005577377,0.00918883158461502,939,0.246486942449444,0.0220285130338458,939,0.32381347053475,0.0333819542989404,939,0.350801883366542,0.0466913235857591,939,0.340263402769868,0.0385110331152601
20240703,11,412,Copsemar7,100,100 kg N/ha,933,0.0402248351967475,0.0015359934745598,933,0.0315849872531583,0.00372714322919114,933,0.0511135199613318,0.0075276171379379,933,0.0357518888658585,0.00317583739459082,933,0.0880784436038197,0.00779695627967777,933,0.242488208786851,0.0257801454782431,933,0.320864291468362,0.0395343533408338,933,0.347208721796799,0.0535591226412379,933,0.335653980445249,0.0428210877858798
20240703,10001,413,Jsendra,100,100 kg N/ha,1005,0.0401064363618692,0.00156750534945691,1005,0.0312412501827105,0.0039692980263108,1005,0.0492012928763581,0.00756361020496317,1005,0.035617277915798,0.00304401929734128,1005,0.0857002692213699,0.0073763662463729,1005,0.231373377641042,0.0219544827477268,1005,0.305346935839202,0.0304494014005545,1005,0.325997985165511,0.0424598135697695,1005,0.317140400617277,0.0336699577536014
20240703,10,414,Ricastello,100,100 kg N/ha,857,0.040672619656476,0.00163347865964131,857,0.0341528276461878,0.00452181385226321,857,0.0603751794173183,0.010008778531249,857,0.0387252755723937,0.00470042924122673,857,0.0982401279891247,0.0106560103290543,857,0.265540287228977,0.0322509879000258,857,0.339854022377152,0.0402236839128427,857,0.368850433927295,0.0522097914846925,857,0.355206263785184,0.0432143225439699
20240703,10,101,Ricastello,200,200 kg N/ha,1158,0.0416605661370645,0.00131195816325166,1158,0.0362926703235955,0.00388554077786212,1158,0.0613303998990277,0.00861891858808988,1158,0.0449394648814243,0.00517528276921149,1158,0.0984398344972385,0.00916483681982219,1158,0.255008311765285,0.0301246195548588,1158,0.333425265841431,0.040131223003963,1158,0.363389810260919,0.0488343010137798,1158,0.353639335328124,0.0420460929987881
20240703,11,102,Copsemar7,200,200 kg N/ha,862,0.0404021230519786,0.00121566903225769,862,0.032361950548128,0.0035395056647313,862,0.0515086683044923,0.00714808989936421,862,0.040163017346971,0.00385760247706538,862,0.0881937247054898,0.007800120902294,862,0.248437691851586,0.023542253358751,862,0.343758482097058,0.0293362045537398,862,0.380200413014662,0.0369202136098887,862,0.367830597572979,0.0301146511241725
20240703,12,103,Gavina,200,200 kg N/ha,1033,0.0406713587162513,0.0011195660204804,1033,0.0330729182531908,0.00279864536783503,1033,0.0512915295616355,0.00610066961766863,1033,0.0400145847678531,0.00233705725482845,1033,0.0867620659965052,0.00590923756532082,1033,0.256179963284517,0.0194474501429606,1033,0.360234568651048,0.0276543576593004,1033,0.399809853093553,0.0359578469802967,1033,0.382800043783252,0.0287207859879184
20240703,1,104,Magic1,200,200 kg N/ha,823,0.0431538495310964,0.00120267794166161,823,0.0396083817021742,0.00278778822263939,823,0.066329213780411,0.00681766767221556,823,0.0435633202460238,0.0021247371189653,823,0.103198190506,0.007186567635577,823,0.3099585407813,0.023906943150182,823,0.41718629100343,0.0287586398989546,823,0.468119802408346,0.0366679893013856,823,0.443565163983175,0.0302079859607135
20240703,2,105,Magic2,200,200 kg N/ha,882,0.040255057606466,0.00143616151494212,882,0.0323817637028878,0.00334376537942583,882,0.0512918329284507,0.00675655260365917,882,0.0388180595862757,0.00254495868887552,882,0.0876275303513825,0.0068700836086196,882,0.263273613235983,0.0200906518632584,882,0.363346506340974,0.026694396784231,882,0.400982103988427,0.0336141919217699,882,0.387255338584485,0.0263378417770397
20240703,3,106,Magic3,200,200 kg N/ha,1037,0.042446829881537,0.00187100731760975,1037,0.0375879459557273,0.00453046764717546,1037,0.0596470375156449,0.00940882987512748,1037,0.0420008500824209,0.00353720184127757,1037,0.0965589410414346,0.00924294030550416,1037,0.280942691815164,0.0271766331843208,1037,0.380604077012008,0.033511273420877,1037,0.421219699867896,0.0418478102237826,1037,0.405327978623867,0.0342026050807334
20240703,4,107,Magic4,200,200 kg N/ha,1033,0.0416570515890262,0.00210607249166234,1033,0.0373970412677163,0.00599984447473751,1033,0.0601473518422762,0.0100950699871566,1033,0.043579735579501,0.00575287771736745,1033,0.0994386660351642,0.0116134904889845,1033,0.272965304344344,0.0241032389806841,1033,0.359206011037397,0.0287124697308916,1033,0.39591372442961,0.0363493646042692,1033,0.382890977737172,0.0308065467758134
20240703,5,108,Magic5,200,200 kg N/ha,905,0.0410236822307439,0.00111890991891846,905,0.0349339503650836,0.0031165363120462,905,0.0543778080143323,0.00616255428314318,905,0.0422491616430533,0.00385606148450949,905,0.0902356525893369,0.00660722128210321,905,0.247735118602521,0.02168823174707,905,0.336671845606677,0.0302271014967123,905,0.368458634944252,0.0385459501521883,905,0.356289418692088,0.0324466360911078
20240703,6,109,Magic6,200,200 kg N/ha,785,0.0406514889258108,0.00162471735985518,785,0.0322428744120203,0.00444165924559699,785,0.0490037652907098,0.00904539994786276,785,0.0399267706047198,0.00465354442633905,785,0.0849249285402571,0.00944844596541998,785,0.235965723976208,0.0232522109449683,785,0.32715610419489,0.0290896570120365,785,0.360674904144494,0.0375991724932455,785,0.347140084520267,0.0297479641799219
20240703,7,110,Magic7,200,200 kg N/ha,605,0.041141694938102,0.00137379838280024,605,0.0333137006860627,0.00356897549948559,605,0.0521087107394845,0.00751565510167811,605,0.040743587849554,0.00290378105784822,605,0.0887463052533875,0.00769142011667912,605,0.248902257587299,0.022804483124468,605,0.340649452682369,0.0298710895860099,605,0.374057977110886,0.0384454949793757,605,0.357870877626514,0.0304940605642762
20240703,8,111,Magic8,200,200 kg N/ha,696,0.0392604416139938,0.00116306657744303,696,0.0296304291756503,0.00296974548824992,696,0.0509909696866298,0.00749667252421317,696,0.0376514134842945,0.00239907326807114,696,0.0898648424223922,0.00803215656162878,696,0.268397854919406,0.0235686077384901,696,0.357117018951424,0.0274988966715907,696,0.392410173840906,0.0340708469719709,696,0.376062149974121,0.0298068580353234
